columna,columna_1,"CUADRO 5 - Nacimientos por persona que atendió el parto según departamento, municipio de ocurrencia y sitio del parto",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,año,tipo,hoja_origen
68.0,68271.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68271.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68271.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68276.0,,68276 Floridablanca,Total,421,420,0,0,0,0,1,0,2023,nacimientos,Cuadro5
68.0,68276.0,,,Institución de Salud,420,420,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68276.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
68.0,68276.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68276.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68296.0,,68296 Galán,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68296.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68296.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68296.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68296.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68298.0,,68298 Gámbita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68298.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68298.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68298.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68298.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68307.0,,68307 Girón,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68307.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68307.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68307.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68307.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68318.0,,68318 Guaca,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68318.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68318.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68318.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68318.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68320.0,,68320 Guadalupe,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68320.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68320.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68320.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68320.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68322.0,,68322 Guapotá,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68322.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68322.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68322.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68322.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68324.0,,68324 Guavatá,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68324.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68324.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68324.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68324.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68327.0,,68327 Güepsa,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68327.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68327.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68327.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68327.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68344.0,,68344 Hato,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68344.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68344.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68344.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68344.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68368.0,,68368 Jesús María,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68368.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68368.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68368.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68368.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68370.0,,68370 Jordán,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68370.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68370.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68370.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68370.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68377.0,,68377 La Belleza,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68377.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68377.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68377.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68377.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68385.0,,68385 Landázuri,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68385.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68385.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68385.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68385.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68397.0,,68397 La Paz,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68397.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68397.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68397.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68397.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68406.0,,68406 Lebrija,Total,4,4,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68406.0,,,Institución de Salud,4,4,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68406.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68406.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68406.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68418.0,,68418 Los Santos,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68418.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68418.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68418.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68418.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68425.0,,68425 Macaravita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68425.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68425.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68425.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68425.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68432.0,,68432 Málaga,Total,43,43,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68432.0,,,Institución de Salud,43,43,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68432.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68432.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68432.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68444.0,,68444 Matanza,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68444.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68444.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68444.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68444.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68464.0,,68464 Mogotes,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68464.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68464.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68464.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68464.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68468.0,,68468 Molagavita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68468.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68468.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68468.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68468.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68498.0,,68498 Ocamonte,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68498.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68498.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68498.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68498.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68500.0,,68500 Oiba,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68500.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68500.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68500.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68500.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68502.0,,68502 Onzaga,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68502.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68502.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68502.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68502.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68522.0,,68522 Palmar,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68522.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68522.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68522.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68522.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68524.0,,68524 Palmas del Socorro,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68524.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68524.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68524.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68524.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68533.0,,68533 Páramo,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68533.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68533.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68533.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68533.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68547.0,,68547 Piedecuesta,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68547.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68547.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68547.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68547.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68549.0,,68549 Pinchote,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68549.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68549.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68549.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68549.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68572.0,,68572 Puente Nacional,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68572.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68572.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68572.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68572.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68573.0,,68573 Puerto Parra,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68573.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68573.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68573.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68573.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68575.0,,68575 Puerto Wilches,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68575.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68575.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68575.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68575.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68615.0,,68615 Rionegro,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68615.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68615.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68615.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68615.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68655.0,,68655 Sabana de Torres,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68655.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68655.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68655.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68655.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68669.0,,68669 San Andrés,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68669.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68669.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68669.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68669.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68673.0,,68673 San Benito,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68673.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68673.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68673.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68673.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68679.0,,68679 San Gil,Total,93,93,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68679.0,,,Institución de Salud,93,93,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68679.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68679.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68679.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68682.0,,68682 San Joaquín,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68682.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68682.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68682.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68682.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68684.0,,68684 San José de Miranda,Total,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
68.0,68684.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68684.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
68.0,68684.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68684.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68686.0,,68686 San Miguel,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68686.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68686.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68686.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68686.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68689.0,,68689 San Vicente de Chucurí,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68689.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68689.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68689.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68689.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68705.0,,68705 Santa Bárbara,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68705.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68705.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68705.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68705.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68720.0,,68720 Santa Helena del Opón,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68720.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68720.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68720.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68720.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68745.0,,68745 Simacota,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68745.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68745.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68745.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68745.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68755.0,,68755 Socorro,Total,76,76,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68755.0,,,Institución de Salud,76,76,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68755.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68755.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68755.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68770.0,,68770 Suaita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68770.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68770.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68770.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68770.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68773.0,,68773 Sucre,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68773.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68773.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68773.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68773.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68780.0,,68780 Suratá,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68780.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68780.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68780.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68780.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68820.0,,68820 Tona,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68820.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68820.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68820.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68820.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68855.0,,68855 Valle de San José,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68855.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68855.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68855.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68855.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68861.0,,68861 Vélez,Total,44,44,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68861.0,,,Institución de Salud,44,44,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68861.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68861.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68861.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68867.0,,68867 Vetas,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68867.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68867.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68867.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68867.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68872.0,,68872 Villanueva,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68872.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68872.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68872.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68872.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
68.0,68895.0,,68895 Zapatoca,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
