columna,columna_1,"CUADRO 4  -  Defunciones por grupos de edad y sexo, según departamento, municipio y área de residencia",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,columna_96,columna_97,año,tipo,hoja_origen
5.0,5038.0,,,Cabecera municipal,31,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,2,2,0,5,0,0,4,1,0,2,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
5.0,5038.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5038.0,,,Rural disperso,37,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,2,4,0,4,3,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5038.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5040.0,,05040 Anorí,TOTAL,85,67,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,4,0,0,6,0,0,5,1,0,3,0,0,3,0,0,3,1,0,1,2,0,5,0,0,8,0,0,2,1,0,1,1,0,5,4,0,5,3,0,5,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5040.0,,,Cabecera municipal,36,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,3,0,0,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,0,0,2,0,0,0,1,0,2,3,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5040.0,,,Centro poblado,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5040.0,,,Rural disperso,45,37,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1,2,0,2,0,0,4,0,0,0,1,0,1,0,0,3,1,0,3,1,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5040.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5042.0,,05042 Santa Fé de Antioquia,TOTAL,184,118,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,6,0,0,2,2,0,8,1,0,9,2,0,0,0,0,3,1,0,2,0,0,9,1,0,12,0,0,9,7,0,12,7,0,7,6,0,10,11,0,14,8,0,5,8,0,5,5,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
5.0,5042.0,,,Cabecera municipal,121,78,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,5,0,0,2,1,0,7,1,0,6,1,0,0,0,0,1,1,0,1,0,0,8,1,0,8,0,0,4,4,0,9,3,0,2,2,0,7,9,0,8,6,0,4,6,0,4,4,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5042.0,,,Centro poblado,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5042.0,,,Rural disperso,56,36,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,4,3,0,3,3,0,5,4,0,2,1,0,6,2,0,1,2,0,1,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5042.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5044.0,,05044 Anzá,TOTAL,47,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,2,1,0,2,2,0,6,3,0,3,1,0,3,4,0,1,7,0,0,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5044.0,,,Cabecera municipal,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5044.0,,,Centro poblado,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5044.0,,,Rural disperso,24,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,1,0,3,1,0,2,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5044.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5045.0,,05045 Apartadó,TOTAL,511,293,218,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,3,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,5,3,0,13,0,0,27,4,0,19,3,0,9,6,0,12,5,0,9,2,0,14,6,0,11,15,0,20,23,0,24,19,0,22,33,0,18,15,0,34,22,0,22,35,0,18,16,0,4,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5045.0,,,Cabecera municipal,399,230,169,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3,0,12,0,0,24,3,0,17,3,0,9,4,0,9,4,0,8,1,0,13,5,0,9,13,0,15,15,0,17,12,0,11,31,0,15,11,0,24,15,0,18,27,0,14,13,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5045.0,,,Centro poblado,49,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,5,0,4,2,0,6,1,0,0,3,0,4,2,0,2,1,0,3,2,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5045.0,,,Rural disperso,63,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,1,0,4,3,0,3,5,0,5,1,0,3,1,0,6,5,0,2,7,0,1,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5045.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5051.0,,05051 Arboletes,TOTAL,134,84,50,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,5,1,0,2,0,0,3,1,0,4,2,0,4,1,0,3,4,0,2,1,0,2,2,0,4,3,0,9,4,0,7,3,0,5,2,0,12,9,0,6,11,0,5,2,0,3,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5051.0,,,Cabecera municipal,79,55,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,3,0,0,4,1,0,3,1,0,3,2,0,1,0,0,2,1,0,3,1,0,6,2,0,5,2,0,3,1,0,8,4,0,1,6,0,3,0,0,2,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5051.0,,,Centro poblado,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5051.0,,,Rural disperso,48,26,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,2,0,3,1,0,2,1,0,2,1,0,4,4,0,4,4,0,2,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5051.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5055.0,,05055 Argelia,TOTAL,55,36,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3,1,0,3,1,0,5,1,0,1,2,0,5,3,0,5,5,0,2,2,0,0,0,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
5.0,5055.0,,,Cabecera municipal,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,5,2,0,4,3,0,1,2,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5055.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5055.0,,,Rural disperso,24,15,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,0,3,1,0,1,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
5.0,5055.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5059.0,,05059 Armenia,TOTAL,30,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,2,0,2,0,0,3,0,0,4,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5059.0,,,Cabecera municipal,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5059.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5059.0,,,Rural disperso,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5059.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5079.0,,05079 Barbosa,TOTAL,310,179,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,1,0,1,1,0,2,1,0,3,1,0,5,1,0,5,3,0,7,2,0,7,6,0,9,3,0,7,11,0,19,6,0,15,13,0,18,15,0,18,16,0,23,12,0,17,14,0,13,13,0,4,7,0,2,2,0,0,0,0,2022,defunciones,Cuadro4
5.0,5079.0,,,Cabecera municipal,144,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,4,1,0,2,1,0,3,1,0,3,2,0,3,2,0,3,5,0,9,3,0,5,3,0,9,7,0,3,11,0,13,5,0,8,9,0,8,7,0,2,4,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5079.0,,,Centro poblado,26,18,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2,1,0,1,2,0,3,0,0,2,0,0,3,0,0,1,3,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5079.0,,,Rural disperso,139,81,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,3,2,0,4,1,0,2,3,0,5,1,0,4,6,0,9,2,0,8,9,0,8,6,0,12,5,0,8,7,0,6,5,0,4,3,0,0,3,0,1,2,0,0,0,0,2022,defunciones,Cuadro4
5.0,5079.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5086.0,,05086 Belmira,TOTAL,32,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,1,1,0,4,0,0,1,0,0,6,2,0,2,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5086.0,,,Cabecera municipal,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,1,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5086.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5086.0,,,Rural disperso,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5086.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5088.0,,05088 Bello,TOTAL,2673,1349,1324,0,2,1,0,2,3,0,1,9,0,6,4,0,0,0,0,4,6,0,3,0,0,5,1,0,4,3,0,7,4,0,2,2,0,21,7,0,41,13,0,53,12,0,47,17,0,44,26,0,36,23,0,32,38,0,50,40,0,69,65,0,98,97,0,141,109,0,135,116,0,167,173,0,138,177,0,82,157,0,113,133,0,40,74,0,6,14,0,0,0,0,2022,defunciones,Cuadro4
5.0,5088.0,,,Cabecera municipal,2583,1302,1281,0,2,1,0,1,3,0,1,8,0,6,4,0,0,0,0,4,4,0,3,0,0,5,1,0,4,1,0,6,4,0,2,2,0,21,6,0,39,11,0,52,11,0,44,17,0,40,25,0,33,22,0,31,36,0,47,39,0,68,64,0,95,95,0,137,103,0,135,114,0,159,172,0,132,170,0,81,152,0,109,131,0,39,73,0,6,12,0,0,0,0,2022,defunciones,Cuadro4
5.0,5088.0,,,Centro poblado,28,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,2,0,2,0,0,3,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5088.0,,,Rural disperso,59,27,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,1,0,2,1,0,0,2,0,2,1,0,1,1,0,0,2,0,2,6,0,0,0,0,6,1,0,3,4,0,0,3,0,3,2,0,1,1,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
5.0,5088.0,,,Sin información,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5091.0,,05091 Betania,TOTAL,56,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,2,1,0,4,1,0,3,0,0,3,2,0,5,0,0,4,2,0,2,4,0,5,5,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5091.0,,,Cabecera municipal,34,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,3,1,0,5,0,0,1,1,0,1,3,0,3,5,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5091.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5091.0,,,Rural disperso,20,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,1,0,0,0,0,3,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5091.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
5.0,5093.0,,05093 Betulia,TOTAL,97,63,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,2,0,3,1,0,5,3,0,6,2,0,6,6,0,4,4,0,6,2,0,7,6,0,8,3,0,4,2,0,0,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
