columna,"CUADRO 2 - Defunciones por persona que certifica la defunción, según departamento, área y sitio donde ocurrió la defunción",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,año,tipo,hoja_origen
73.0,,Rural disperso,Total,1169,28,733,390,0,18,0,2022,defunciones,Cuadro2
73.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Centro/puesto de salud,4,0,1,3,0,0,0,2022,defunciones,Cuadro2
73.0,,,Casa/domicilio,805,24,697,67,0,17,0,2022,defunciones,Cuadro2
73.0,,,Lugar de trabajo,11,0,7,4,0,0,0,2022,defunciones,Cuadro2
73.0,,,Vía pública,171,1,12,157,0,1,0,2022,defunciones,Cuadro2
73.0,,,Otro sitio,171,3,16,152,0,0,0,2022,defunciones,Cuadro2
73.0,,,Sin información,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
73.0,,Sin información,Total,27,0,0,6,0,0,21,2022,defunciones,Cuadro2
73.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Vía pública,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
73.0,,,Otro sitio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
73.0,,,Sin información,21,0,0,0,0,0,21,2022,defunciones,Cuadro2
76.0,76 Valle del Cauca,Total,Total,32819,7978,20169,4582,25,0,65,2022,defunciones,Cuadro2
76.0,,,Hospital/clínica,22374,7034,13439,1899,2,0,0,2022,defunciones,Cuadro2
76.0,,,Centro/puesto de salud,201,20,51,130,0,0,0,2022,defunciones,Cuadro2
76.0,,,Casa/domicilio,7885,891,6445,527,22,0,0,2022,defunciones,Cuadro2
76.0,,,Lugar de trabajo,67,1,20,46,0,0,0,2022,defunciones,Cuadro2
76.0,,,Vía pública,1448,6,59,1383,0,0,0,2022,defunciones,Cuadro2
76.0,,,Otro sitio,659,24,150,484,1,0,0,2022,defunciones,Cuadro2
76.0,,,Sin información,185,2,5,113,0,0,65,2022,defunciones,Cuadro2
76.0,,Cabecera municipal,Total,31153,7887,19295,3961,10,0,0,2022,defunciones,Cuadro2
76.0,,,Hospital/clínica,22283,7017,13365,1899,2,0,0,2022,defunciones,Cuadro2
76.0,,,Centro/puesto de salud,188,18,45,125,0,0,0,2022,defunciones,Cuadro2
76.0,,,Casa/domicilio,6974,823,5694,450,7,0,0,2022,defunciones,Cuadro2
76.0,,,Lugar de trabajo,31,1,7,23,0,0,0,2022,defunciones,Cuadro2
76.0,,,Vía pública,1101,3,44,1054,0,0,0,2022,defunciones,Cuadro2
76.0,,,Otro sitio,476,23,136,316,1,0,0,2022,defunciones,Cuadro2
76.0,,,Sin información,100,2,4,94,0,0,0,2022,defunciones,Cuadro2
76.0,,Centro poblado,Total,843,66,569,200,8,0,0,2022,defunciones,Cuadro2
76.0,,,Hospital/clínica,89,17,72,0,0,0,0,2022,defunciones,Cuadro2
76.0,,,Centro/puesto de salud,10,2,6,2,0,0,0,2022,defunciones,Cuadro2
76.0,,,Casa/domicilio,555,45,470,32,8,0,0,2022,defunciones,Cuadro2
76.0,,,Lugar de trabajo,11,0,6,5,0,0,0,2022,defunciones,Cuadro2
76.0,,,Vía pública,118,2,6,110,0,0,0,2022,defunciones,Cuadro2
76.0,,,Otro sitio,58,0,8,50,0,0,0,2022,defunciones,Cuadro2
76.0,,,Sin información,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
76.0,,Rural disperso,Total,746,25,305,409,7,0,0,2022,defunciones,Cuadro2
76.0,,,Hospital/clínica,2,0,2,0,0,0,0,2022,defunciones,Cuadro2
76.0,,,Centro/puesto de salud,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
76.0,,,Casa/domicilio,355,23,281,44,7,0,0,2022,defunciones,Cuadro2
76.0,,,Lugar de trabajo,25,0,7,18,0,0,0,2022,defunciones,Cuadro2
76.0,,,Vía pública,226,1,9,216,0,0,0,2022,defunciones,Cuadro2
76.0,,,Otro sitio,122,1,6,115,0,0,0,2022,defunciones,Cuadro2
76.0,,,Sin información,13,0,0,13,0,0,0,2022,defunciones,Cuadro2
76.0,,Sin información,Total,77,0,0,12,0,0,65,2022,defunciones,Cuadro2
76.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
76.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
76.0,,,Casa/domicilio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
76.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
76.0,,,Vía pública,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
76.0,,,Otro sitio,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
76.0,,,Sin información,70,0,0,5,0,0,65,2022,defunciones,Cuadro2
81.0,81 Arauca,Total,Total,1388,268,600,519,1,0,0,2022,defunciones,Cuadro2
81.0,,,Hospital/clínica,580,246,277,57,0,0,0,2022,defunciones,Cuadro2
81.0,,,Centro/puesto de salud,9,0,1,8,0,0,0,2022,defunciones,Cuadro2
81.0,,,Casa/domicilio,377,18,309,50,0,0,0,2022,defunciones,Cuadro2
81.0,,,Lugar de trabajo,17,0,3,14,0,0,0,2022,defunciones,Cuadro2
81.0,,,Vía pública,299,0,2,296,1,0,0,2022,defunciones,Cuadro2
81.0,,,Otro sitio,106,4,8,94,0,0,0,2022,defunciones,Cuadro2
81.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,Cabecera municipal,Total,961,256,480,225,0,0,0,2022,defunciones,Cuadro2
81.0,,,Hospital/clínica,574,244,273,57,0,0,0,2022,defunciones,Cuadro2
81.0,,,Centro/puesto de salud,5,0,0,5,0,0,0,2022,defunciones,Cuadro2
81.0,,,Casa/domicilio,243,8,202,33,0,0,0,2022,defunciones,Cuadro2
81.0,,,Lugar de trabajo,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
81.0,,,Vía pública,106,0,1,105,0,0,0,2022,defunciones,Cuadro2
81.0,,,Otro sitio,26,4,4,18,0,0,0,2022,defunciones,Cuadro2
81.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,Centro poblado,Total,47,7,21,19,0,0,0,2022,defunciones,Cuadro2
81.0,,,Hospital/clínica,6,2,4,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Centro/puesto de salud,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Casa/domicilio,23,5,16,2,0,0,0,2022,defunciones,Cuadro2
81.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
81.0,,,Vía pública,14,0,0,14,0,0,0,2022,defunciones,Cuadro2
81.0,,,Otro sitio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
81.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,Rural disperso,Total,379,5,99,274,1,0,0,2022,defunciones,Cuadro2
81.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Centro/puesto de salud,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
81.0,,,Casa/domicilio,111,5,91,15,0,0,0,2022,defunciones,Cuadro2
81.0,,,Lugar de trabajo,9,0,3,6,0,0,0,2022,defunciones,Cuadro2
81.0,,,Vía pública,178,0,1,176,1,0,0,2022,defunciones,Cuadro2
81.0,,,Otro sitio,78,0,4,74,0,0,0,2022,defunciones,Cuadro2
81.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,Sin información,Total,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
81.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Vía pública,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
81.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
81.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,85 Casanare,Total,Total,1758,610,774,371,3,0,0,2022,defunciones,Cuadro2
85.0,,,Hospital/clínica,1085,555,395,134,1,0,0,2022,defunciones,Cuadro2
85.0,,,Centro/puesto de salud,27,15,7,5,0,0,0,2022,defunciones,Cuadro2
85.0,,,Casa/domicilio,447,36,354,55,2,0,0,2022,defunciones,Cuadro2
85.0,,,Lugar de trabajo,5,0,2,3,0,0,0,2022,defunciones,Cuadro2
85.0,,,Vía pública,117,1,7,109,0,0,0,2022,defunciones,Cuadro2
85.0,,,Otro sitio,74,3,8,63,0,0,0,2022,defunciones,Cuadro2
85.0,,,Sin información,3,0,1,2,0,0,0,2022,defunciones,Cuadro2
85.0,,Cabecera municipal,Total,1450,599,624,224,3,0,0,2022,defunciones,Cuadro2
85.0,,,Hospital/clínica,1079,554,390,134,1,0,0,2022,defunciones,Cuadro2
85.0,,,Centro/puesto de salud,26,15,7,4,0,0,0,2022,defunciones,Cuadro2
85.0,,,Casa/domicilio,292,29,223,38,2,0,0,2022,defunciones,Cuadro2
85.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
85.0,,,Vía pública,41,1,3,37,0,0,0,2022,defunciones,Cuadro2
85.0,,,Otro sitio,10,0,1,9,0,0,0,2022,defunciones,Cuadro2
85.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
85.0,,Centro poblado,Total,35,4,25,6,0,0,0,2022,defunciones,Cuadro2
85.0,,,Hospital/clínica,6,1,5,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Casa/domicilio,22,3,18,1,0,0,0,2022,defunciones,Cuadro2
85.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Vía pública,6,0,2,4,0,0,0,2022,defunciones,Cuadro2
85.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
85.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,Rural disperso,Total,272,7,125,140,0,0,0,2022,defunciones,Cuadro2
85.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Casa/domicilio,133,4,113,16,0,0,0,2022,defunciones,Cuadro2
85.0,,,Lugar de trabajo,4,0,2,2,0,0,0,2022,defunciones,Cuadro2
85.0,,,Vía pública,70,0,2,68,0,0,0,2022,defunciones,Cuadro2
85.0,,,Otro sitio,63,3,7,53,0,0,0,2022,defunciones,Cuadro2
85.0,,,Sin información,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
85.0,,Sin información,Total,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
85.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
85.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
85.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,86 Putumayo,Total,Total,1345,259,482,510,69,0,25,2022,defunciones,Cuadro2
86.0,,,Hospital/clínica,474,223,193,58,0,0,0,2022,defunciones,Cuadro2
86.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
86.0,,,Casa/domicilio,446,30,273,77,66,0,0,2022,defunciones,Cuadro2
86.0,,,Lugar de trabajo,10,0,2,8,0,0,0,2022,defunciones,Cuadro2
86.0,,,Vía pública,154,1,6,147,0,0,0,2022,defunciones,Cuadro2
86.0,,,Otro sitio,221,5,8,205,3,0,0,2022,defunciones,Cuadro2
86.0,,,Sin información,39,0,0,14,0,0,25,2022,defunciones,Cuadro2
86.0,,Cabecera municipal,Total,821,250,361,183,27,0,0,2022,defunciones,Cuadro2
86.0,,,Hospital/clínica,473,222,193,58,0,0,0,2022,defunciones,Cuadro2
86.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
86.0,,,Casa/domicilio,246,23,158,38,27,0,0,2022,defunciones,Cuadro2
86.0,,,Lugar de trabajo,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Vía pública,54,1,2,51,0,0,0,2022,defunciones,Cuadro2
86.0,,,Otro sitio,41,4,7,30,0,0,0,2022,defunciones,Cuadro2
86.0,,,Sin información,5,0,0,5,0,0,0,2022,defunciones,Cuadro2
86.0,,Centro poblado,Total,54,3,15,29,5,0,2,2022,defunciones,Cuadro2
86.0,,,Hospital/clínica,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Casa/domicilio,22,1,15,1,5,0,0,2022,defunciones,Cuadro2
86.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
86.0,,,Vía pública,13,0,0,13,0,0,0,2022,defunciones,Cuadro2
86.0,,,Otro sitio,14,1,0,13,0,0,0,2022,defunciones,Cuadro2
86.0,,,Sin información,2,0,0,0,0,0,2,2022,defunciones,Cuadro2
86.0,,Rural disperso,Total,443,6,106,294,37,0,0,2022,defunciones,Cuadro2
86.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Casa/domicilio,178,6,100,38,34,0,0,2022,defunciones,Cuadro2
86.0,,,Lugar de trabajo,7,0,1,6,0,0,0,2022,defunciones,Cuadro2
86.0,,,Vía pública,87,0,4,83,0,0,0,2022,defunciones,Cuadro2
86.0,,,Otro sitio,165,0,1,161,3,0,0,2022,defunciones,Cuadro2
86.0,,,Sin información,6,0,0,6,0,0,0,2022,defunciones,Cuadro2
86.0,,Sin información,Total,27,0,0,4,0,0,23,2022,defunciones,Cuadro2
86.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
86.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
86.0,,,Sin información,26,0,0,3,0,0,23,2022,defunciones,Cuadro2
88.0,88 Archipiélago de San Andrés y Providencia,Total,Total,277,63,159,55,0,0,0,2022,defunciones,Cuadro2
88.0,,,Hospital/clínica,206,63,120,23,0,0,0,2022,defunciones,Cuadro2
88.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Casa/domicilio,44,0,36,8,0,0,0,2022,defunciones,Cuadro2
88.0,,,Lugar de trabajo,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Vía pública,18,0,2,16,0,0,0,2022,defunciones,Cuadro2
88.0,,,Otro sitio,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
88.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
88.0,,Cabecera municipal,Total,238,60,134,44,0,0,0,2022,defunciones,Cuadro2
88.0,,,Hospital/clínica,196,60,113,23,0,0,0,2022,defunciones,Cuadro2
88.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Casa/domicilio,25,0,20,5,0,0,0,2022,defunciones,Cuadro2
88.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Vía pública,12,0,1,11,0,0,0,2022,defunciones,Cuadro2
88.0,,,Otro sitio,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
88.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
88.0,,Centro poblado,Total,17,1,15,1,0,0,0,2022,defunciones,Cuadro2
88.0,,,Hospital/clínica,3,1,2,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Casa/domicilio,12,0,12,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Vía pública,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
88.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,Rural disperso,Total,15,2,10,3,0,0,0,2022,defunciones,Cuadro2
88.0,,,Hospital/clínica,7,2,5,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Casa/domicilio,5,0,4,1,0,0,0,2022,defunciones,Cuadro2
88.0,,,Lugar de trabajo,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Vía pública,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
88.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
88.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,Sin información,Total,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
88.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Casa/domicilio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
88.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
88.0,,,Vía pública,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
88.0,,,Otro sitio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
88.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,91 Amazonas,Total,Total,217,72,58,53,34,0,0,2022,defunciones,Cuadro2
91.0,,,Hospital/clínica,118,65,28,25,0,0,0,2022,defunciones,Cuadro2
91.0,,,Centro/puesto de salud,11,7,0,2,2,0,0,2022,defunciones,Cuadro2
91.0,,,Casa/domicilio,62,0,28,6,28,0,0,2022,defunciones,Cuadro2
91.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Vía pública,10,0,1,8,1,0,0,2022,defunciones,Cuadro2
91.0,,,Otro sitio,15,0,1,12,2,0,0,2022,defunciones,Cuadro2
91.0,,,Sin información,1,0,0,0,1,0,0,2022,defunciones,Cuadro2
91.0,,Cabecera municipal,Total,167,65,53,47,2,0,0,2022,defunciones,Cuadro2
91.0,,,Hospital/clínica,117,64,28,25,0,0,0,2022,defunciones,Cuadro2
91.0,,,Centro/puesto de salud,3,1,0,2,0,0,0,2022,defunciones,Cuadro2
91.0,,,Casa/domicilio,30,0,23,5,2,0,0,2022,defunciones,Cuadro2
91.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Vía pública,6,0,1,5,0,0,0,2022,defunciones,Cuadro2
91.0,,,Otro sitio,11,0,1,10,0,0,0,2022,defunciones,Cuadro2
91.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,Centro poblado,Total,33,7,2,0,24,0,0,2022,defunciones,Cuadro2
91.0,,,Hospital/clínica,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Centro/puesto de salud,8,6,0,0,2,0,0,2022,defunciones,Cuadro2
91.0,,,Casa/domicilio,21,0,2,0,19,0,0,2022,defunciones,Cuadro2
91.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Otro sitio,2,0,0,0,2,0,0,2022,defunciones,Cuadro2
91.0,,,Sin información,1,0,0,0,1,0,0,2022,defunciones,Cuadro2
91.0,,Rural disperso,Total,16,0,3,5,8,0,0,2022,defunciones,Cuadro2
91.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Casa/domicilio,10,0,3,0,7,0,0,2022,defunciones,Cuadro2
91.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Vía pública,4,0,0,3,1,0,0,2022,defunciones,Cuadro2
91.0,,,Otro sitio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
91.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,Sin información,Total,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
91.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Casa/domicilio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
91.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
91.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,94 Guainía,Total,Total,150,51,66,22,11,0,0,2022,defunciones,Cuadro2
94.0,,,Hospital/clínica,75,48,24,3,0,0,0,2022,defunciones,Cuadro2
94.0,,,Centro/puesto de salud,6,2,2,2,0,0,0,2022,defunciones,Cuadro2
94.0,,,Casa/domicilio,48,1,34,2,11,0,0,2022,defunciones,Cuadro2
94.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
94.0,,,Vía pública,3,0,1,2,0,0,0,2022,defunciones,Cuadro2
94.0,,,Otro sitio,15,0,4,11,0,0,0,2022,defunciones,Cuadro2
94.0,,,Sin información,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
94.0,,Cabecera municipal,Total,119,47,58,14,0,0,0,2022,defunciones,Cuadro2
94.0,,,Hospital/clínica,74,47,24,3,0,0,0,2022,defunciones,Cuadro2
94.0,,,Centro/puesto de salud,3,0,1,2,0,0,0,2022,defunciones,Cuadro2
94.0,,,Casa/domicilio,31,0,30,1,0,0,0,2022,defunciones,Cuadro2
94.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
94.0,,,Vía pública,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
94.0,,,Otro sitio,7,0,1,6,0,0,0,2022,defunciones,Cuadro2
94.0,,,Sin información,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
94.0,,Centro poblado,Total,7,3,1,0,3,0,0,2022,defunciones,Cuadro2
94.0,,,Hospital/clínica,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Centro/puesto de salud,2,1,1,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Casa/domicilio,4,1,0,0,3,0,0,2022,defunciones,Cuadro2
94.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,Rural disperso,Total,23,1,7,7,8,0,0,2022,defunciones,Cuadro2
94.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Centro/puesto de salud,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Casa/domicilio,13,0,4,1,8,0,0,2022,defunciones,Cuadro2
94.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Vía pública,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
94.0,,,Otro sitio,8,0,3,5,0,0,0,2022,defunciones,Cuadro2
94.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,Sin información,Total,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
94.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
94.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
95.0,95 Guaviare,Total,Total,278,84,103,86,5,0,0,2022,defunciones,Cuadro2
95.0,,,Hospital/clínica,125,77,39,9,0,0,0,2022,defunciones,Cuadro2
95.0,,,Centro/puesto de salud,2,2,0,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Casa/domicilio,80,4,58,14,4,0,0,2022,defunciones,Cuadro2
95.0,,,Lugar de trabajo,11,0,3,8,0,0,0,2022,defunciones,Cuadro2
95.0,,,Vía pública,28,0,2,26,0,0,0,2022,defunciones,Cuadro2
95.0,,,Otro sitio,30,1,1,27,1,0,0,2022,defunciones,Cuadro2
95.0,,,Sin información,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
95.0,,Cabecera municipal,Total,198,82,75,41,0,0,0,2022,defunciones,Cuadro2
95.0,,,Hospital/clínica,124,77,38,9,0,0,0,2022,defunciones,Cuadro2
95.0,,,Centro/puesto de salud,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Casa/domicilio,46,3,35,8,0,0,0,2022,defunciones,Cuadro2
95.0,,,Lugar de trabajo,5,0,0,5,0,0,0,2022,defunciones,Cuadro2
95.0,,,Vía pública,9,0,1,8,0,0,0,2022,defunciones,Cuadro2
95.0,,,Otro sitio,12,1,1,10,0,0,0,2022,defunciones,Cuadro2
95.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
95.0,,Centro poblado,Total,6,1,3,1,1,0,0,2022,defunciones,Cuadro2
95.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Centro/puesto de salud,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Casa/domicilio,2,0,2,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Vía pública,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
95.0,,,Otro sitio,2,0,0,1,1,0,0,2022,defunciones,Cuadro2
