,Departamento de ocurrencia | Grupos de causas de defunción (Lista Colombia 105 para la tabulación de mortalidad),,TOTAL,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 días,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2025,defunciones,Cuadro11
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2025,defunciones,Cuadro11
54.0,,019 Tumor maligno de la laringe,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",102,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,1,2,0,5,0,0,7,10,0,7,6,0,7,7,0,8,12,0,6,2,0,4,5,0,3,2,0,0,0,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,023 Melanoma y otros tumores malignos de la piel,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,0,2,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,024 Tumor maligno de la mama de la mujer,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,5,0,0,12,0,0,13,0,0,4,0,0,6,0,0,1,0,0,8,0,0,5,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,025 Tumor maligno del cuello del útero,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,3,0,0,3,0,0,4,0,0,3,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,026 Tumor maligno de otras partes del útero,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,027 Tumor maligno del ovario,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,6,0,0,3,0,0,2,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,028 Tumor maligno de la próstata,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,11,0,0,13,0,0,14,0,0,18,0,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,029 Tumor maligno de la vejiga urinaria,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,030 Todos los demás tumores malignos de los órganos urinarios,21,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,3,2,0,1,0,0,2,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",34,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,3,1,0,0,1,0,2,1,0,3,2,0,3,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,033 Tumores malignos de sitios mal definidos y secundarios,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,034 Tumor maligno de sitios no especificados,26,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,2,0,0,0,2,0,1,2,0,2,2,0,1,2,0,1,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,035 Leucemia,37,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,2,1,0,0,1,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2,0,2,2,0,3,2,0,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",43,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1,1,0,2,0,0,0,1,0,2,4,0,7,4,0,2,1,0,3,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",81,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,2,0,0,1,2,0,2,2,0,4,3,0,1,2,0,1,2,0,5,4,0,6,5,0,8,5,0,0,4,0,3,6,0,1,1,0,1,3,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,038 Todos los demás tumores malignos de otras localizaciones,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,041 Diabetes mellitus,142,67,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,3,1,0,3,4,0,5,9,0,4,5,0,16,9,0,16,12,0,4,6,0,6,9,0,7,9,0,0,5,0,1,1,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
54.0,,042 Deficiencias nutricionales,39,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,4,2,0,2,2,0,1,0,0,4,3,0,4,3,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,043 Todas las demás enfermedades endocrinas y nutricionales,32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,2,0,0,1,0,0,2,0,0,5,2,0,0,3,0,2,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,044 Trastornos mentales y del comportamiento,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,2,0,1,1,0,2,3,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,047 Todas las demás enfermedades del sistema nervioso,84,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,2,1,0,1,3,0,6,4,0,2,6,0,9,3,0,3,5,0,6,11,0,0,6,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,050 Enfermedades hipertensivas,148,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,1,0,4,4,0,6,1,0,8,9,0,6,4,0,9,10,0,14,9,0,12,20,0,7,3,0,5,7,0,0,2,0,0,0,0,2025,defunciones,Cuadro11
54.0,,051 Enfermedades isquémicas del corazón,1147,633,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,1,0,9,0,0,8,4,0,17,5,0,20,14,0,32,20,0,54,26,0,61,42,0,76,61,0,93,50,0,94,74,0,80,103,0,52,63,0,24,37,0,5,14,0,0,0,0,2025,defunciones,Cuadro11
54.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,053 Todas las demás formas de enfermedad del corazón,124,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,0,2,0,0,2,0,0,1,1,0,2,2,0,8,2,0,5,7,0,11,6,0,8,8,0,11,7,0,6,10,0,3,9,0,0,2,0,1,1,0,0,0,0,2025,defunciones,Cuadro11
54.0,,054 Insuficiencia cardíaca,23,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,1,0,0,1,1,0,2,1,0,1,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,055 Enfermedades cerebrovasculares,281,128,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,4,4,0,9,6,0,3,6,0,6,19,0,11,17,0,16,18,0,24,22,0,18,16,0,17,28,0,8,9,0,7,4,0,0,2,0,0,0,0,2025,defunciones,Cuadro11
54.0,,056 Aterosclerosis,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,057 Aneurisma aórtico,25,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,1,1,0,2,1,0,5,2,0,2,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,27,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3,0,0,1,2,0,4,1,0,2,3,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,059 Neumonía,192,110,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,1,0,0,0,0,2,0,0,3,1,0,2,1,0,0,2,0,5,1,0,4,3,0,9,9,0,11,7,0,15,8,0,14,8,0,12,15,0,17,13,0,3,8,0,5,4,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,320,171,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,0,0,1,1,0,7,6,0,11,11,0,21,8,0,32,23,0,33,18,0,30,35,0,23,28,0,7,10,0,1,5,0,0,0,0,2025,defunciones,Cuadro11
54.0,,061 Enfermedades del pulmón debidas a agentes externos,24,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,0,3,0,3,1,0,1,3,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,062 Todas las demás enfermedades del sistema respiratorio,69,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,3,0,0,3,0,0,11,2,0,5,2,0,10,4,0,5,2,0,2,2,0,1,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,063 Úlcera,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,1,3,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",44,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,1,0,1,1,0,2,0,0,1,3,0,5,7,0,3,5,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,066 Enfermedades del hígado,85,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2,0,6,1,0,8,2,0,5,7,0,2,5,0,7,6,0,3,5,0,4,4,0,3,3,0,2,1,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",40,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,1,0,3,3,0,2,2,0,1,1,0,2,7,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",36,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,2,0,0,0,3,0,5,2,0,3,5,0,2,4,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
54.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,070 Hemorragia gastrointestinal,35,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,8,2,0,4,1,0,3,2,0,5,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
54.0,,071 Enfermedades de la piel y del tejido subcutáneo,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,3,1,0,4,3,0,2,8,0,2,2,0,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,37,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,2,0,4,1,0,0,1,0,0,3,0,1,2,0,1,0,0,1,2,0,3,1,0,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,073 Enfermedades glomerulares y tubulointersticiales,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,1,3,0,1,0,0,1,2,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,074 Insuficiencia renal,35,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,2,0,2,3,0,0,3,0,2,2,0,3,2,0,2,3,0,1,2,0,1,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
54.0,,075 Todas las demás enfermedades del sistema urinario,47,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,1,2,0,1,2,0,3,3,0,3,4,0,2,4,0,3,2,0,3,3,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
