columna,columna_1,"CUADRO 6A - Nacimientos por peso al nacer, según departamento, municipio y área de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,año,tipo,hoja_origen
5.0,5045.0,,05045 Apartadó,Total,718,2,3,9,36,171,314,165,18,0,2025,nacimientos,Cuadro6A
5.0,5045.0,,,Cabecera municipal,563,2,2,8,25,138,240,133,15,0,2025,nacimientos,Cuadro6A
5.0,5045.0,,,Centro poblado,61,0,0,1,3,14,29,13,1,0,2025,nacimientos,Cuadro6A
5.0,5045.0,,,Rural disperso,94,0,1,0,8,19,45,19,2,0,2025,nacimientos,Cuadro6A
5.0,5045.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5051.0,,05051 Arboletes,Total,190,1,1,1,13,59,83,26,6,0,2025,nacimientos,Cuadro6A
5.0,5051.0,,,Cabecera municipal,98,0,0,1,6,30,49,10,2,0,2025,nacimientos,Cuadro6A
5.0,5051.0,,,Centro poblado,14,0,0,0,0,4,7,3,0,0,2025,nacimientos,Cuadro6A
5.0,5051.0,,,Rural disperso,78,1,1,0,7,25,27,13,4,0,2025,nacimientos,Cuadro6A
5.0,5051.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5055.0,,05055 Argelia,Total,22,0,0,0,1,7,12,2,0,0,2025,nacimientos,Cuadro6A
5.0,5055.0,,,Cabecera municipal,6,0,0,0,1,2,3,0,0,0,2025,nacimientos,Cuadro6A
5.0,5055.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5055.0,,,Rural disperso,16,0,0,0,0,5,9,2,0,0,2025,nacimientos,Cuadro6A
5.0,5055.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5059.0,,05059 Armenia,Total,12,0,0,1,4,4,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5059.0,,,Cabecera municipal,1,0,0,0,0,1,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5059.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5059.0,,,Rural disperso,11,0,0,1,4,3,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5059.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5079.0,,05079 Barbosa,Total,164,2,0,2,12,44,78,24,2,0,2025,nacimientos,Cuadro6A
5.0,5079.0,,,Cabecera municipal,64,1,0,1,6,12,35,8,1,0,2025,nacimientos,Cuadro6A
5.0,5079.0,,,Centro poblado,11,0,0,0,0,5,4,1,1,0,2025,nacimientos,Cuadro6A
5.0,5079.0,,,Rural disperso,89,1,0,1,6,27,39,15,0,0,2025,nacimientos,Cuadro6A
5.0,5079.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5086.0,,05086 Belmira,Total,23,1,0,2,1,6,11,2,0,0,2025,nacimientos,Cuadro6A
5.0,5086.0,,,Cabecera municipal,8,0,0,0,1,3,3,1,0,0,2025,nacimientos,Cuadro6A
5.0,5086.0,,,Centro poblado,3,0,0,0,0,0,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5086.0,,,Rural disperso,12,1,0,2,0,3,6,0,0,0,2025,nacimientos,Cuadro6A
5.0,5086.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5088.0,,05088 Bello,Total,2258,12,14,47,175,714,961,307,27,1,2025,nacimientos,Cuadro6A
5.0,5088.0,,,Cabecera municipal,2165,11,14,46,162,685,922,298,26,1,2025,nacimientos,Cuadro6A
5.0,5088.0,,,Centro poblado,18,1,0,0,4,4,7,2,0,0,2025,nacimientos,Cuadro6A
5.0,5088.0,,,Rural disperso,75,0,0,1,9,25,32,7,1,0,2025,nacimientos,Cuadro6A
5.0,5088.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5091.0,,05091 Betania,Total,32,1,0,2,4,10,9,2,4,0,2025,nacimientos,Cuadro6A
5.0,5091.0,,,Cabecera municipal,11,1,0,0,1,4,4,1,0,0,2025,nacimientos,Cuadro6A
5.0,5091.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5091.0,,,Rural disperso,21,0,0,2,3,6,5,1,4,0,2025,nacimientos,Cuadro6A
5.0,5091.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5093.0,,05093 Betulia,Total,75,0,1,0,8,18,37,11,0,0,2025,nacimientos,Cuadro6A
5.0,5093.0,,,Cabecera municipal,11,0,1,0,1,1,8,0,0,0,2025,nacimientos,Cuadro6A
5.0,5093.0,,,Centro poblado,3,0,0,0,0,2,1,0,0,0,2025,nacimientos,Cuadro6A
5.0,5093.0,,,Rural disperso,61,0,0,0,7,15,28,11,0,0,2025,nacimientos,Cuadro6A
5.0,5093.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5101.0,,05101 Ciudad Bolívar,Total,96,2,1,4,6,31,34,15,3,0,2025,nacimientos,Cuadro6A
5.0,5101.0,,,Cabecera municipal,55,1,1,2,3,19,19,10,0,0,2025,nacimientos,Cuadro6A
5.0,5101.0,,,Centro poblado,3,0,0,0,1,1,0,1,0,0,2025,nacimientos,Cuadro6A
5.0,5101.0,,,Rural disperso,38,1,0,2,2,11,15,4,3,0,2025,nacimientos,Cuadro6A
5.0,5101.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5107.0,,05107 Briceño,Total,28,0,0,0,3,4,13,8,0,0,2025,nacimientos,Cuadro6A
5.0,5107.0,,,Cabecera municipal,10,0,0,0,0,1,7,2,0,0,2025,nacimientos,Cuadro6A
5.0,5107.0,,,Centro poblado,3,0,0,0,0,1,1,1,0,0,2025,nacimientos,Cuadro6A
5.0,5107.0,,,Rural disperso,15,0,0,0,3,2,5,5,0,0,2025,nacimientos,Cuadro6A
5.0,5107.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5113.0,,05113 Buriticá,Total,53,2,0,1,6,13,24,7,0,0,2025,nacimientos,Cuadro6A
5.0,5113.0,,,Cabecera municipal,19,1,0,0,2,7,7,2,0,0,2025,nacimientos,Cuadro6A
5.0,5113.0,,,Centro poblado,2,0,0,0,1,0,1,0,0,0,2025,nacimientos,Cuadro6A
5.0,5113.0,,,Rural disperso,32,1,0,1,3,6,16,5,0,0,2025,nacimientos,Cuadro6A
5.0,5113.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5120.0,,05120 Cáceres,Total,142,0,3,5,10,46,53,22,3,0,2025,nacimientos,Cuadro6A
5.0,5120.0,,,Cabecera municipal,68,0,1,1,4,20,28,12,2,0,2025,nacimientos,Cuadro6A
5.0,5120.0,,,Centro poblado,40,0,0,3,5,11,14,6,1,0,2025,nacimientos,Cuadro6A
5.0,5120.0,,,Rural disperso,34,0,2,1,1,15,11,4,0,0,2025,nacimientos,Cuadro6A
5.0,5120.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5125.0,,05125 Caicedo,Total,33,0,0,0,5,9,13,4,2,0,2025,nacimientos,Cuadro6A
5.0,5125.0,,,Cabecera municipal,13,0,0,0,2,4,7,0,0,0,2025,nacimientos,Cuadro6A
5.0,5125.0,,,Centro poblado,1,0,0,0,0,0,0,1,0,0,2025,nacimientos,Cuadro6A
5.0,5125.0,,,Rural disperso,19,0,0,0,3,5,6,3,2,0,2025,nacimientos,Cuadro6A
5.0,5125.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5129.0,,05129 Caldas,Total,327,2,5,7,39,105,127,38,4,0,2025,nacimientos,Cuadro6A
5.0,5129.0,,,Cabecera municipal,202,1,4,4,26,65,71,29,2,0,2025,nacimientos,Cuadro6A
5.0,5129.0,,,Centro poblado,15,1,0,0,0,7,4,3,0,0,2025,nacimientos,Cuadro6A
5.0,5129.0,,,Rural disperso,110,0,1,3,13,33,52,6,2,0,2025,nacimientos,Cuadro6A
5.0,5129.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5134.0,,05134 Campamento,Total,25,0,0,0,6,8,9,2,0,0,2025,nacimientos,Cuadro6A
5.0,5134.0,,,Cabecera municipal,2,0,0,0,2,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5134.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5134.0,,,Rural disperso,23,0,0,0,4,8,9,2,0,0,2025,nacimientos,Cuadro6A
5.0,5134.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5138.0,,05138 Cañasgordas,Total,50,0,0,1,5,11,25,8,0,0,2025,nacimientos,Cuadro6A
5.0,5138.0,,,Cabecera municipal,18,0,0,0,3,5,9,1,0,0,2025,nacimientos,Cuadro6A
5.0,5138.0,,,Centro poblado,3,0,0,0,0,0,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5138.0,,,Rural disperso,29,0,0,1,2,6,14,6,0,0,2025,nacimientos,Cuadro6A
5.0,5138.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5142.0,,05142 Caracolí,Total,14,0,0,0,0,7,5,2,0,0,2025,nacimientos,Cuadro6A
5.0,5142.0,,,Cabecera municipal,8,0,0,0,0,4,3,1,0,0,2025,nacimientos,Cuadro6A
5.0,5142.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5142.0,,,Rural disperso,6,0,0,0,0,3,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5142.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5145.0,,05145 Caramanta,Total,15,0,0,0,2,2,7,3,1,0,2025,nacimientos,Cuadro6A
5.0,5145.0,,,Cabecera municipal,8,0,0,0,1,2,3,1,1,0,2025,nacimientos,Cuadro6A
5.0,5145.0,,,Centro poblado,3,0,0,0,0,0,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5145.0,,,Rural disperso,4,0,0,0,1,0,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5145.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5147.0,,05147 Carepa,Total,330,2,2,4,18,88,144,64,8,0,2025,nacimientos,Cuadro6A
5.0,5147.0,,,Cabecera municipal,211,1,1,3,9,54,94,42,7,0,2025,nacimientos,Cuadro6A
5.0,5147.0,,,Centro poblado,23,0,1,0,2,8,9,3,0,0,2025,nacimientos,Cuadro6A
5.0,5147.0,,,Rural disperso,96,1,0,1,7,26,41,19,1,0,2025,nacimientos,Cuadro6A
5.0,5147.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5148.0,,05148 El Carmen de Viboral,Total,281,4,2,4,32,96,114,26,3,0,2025,nacimientos,Cuadro6A
5.0,5148.0,,,Cabecera municipal,143,2,1,3,12,55,51,18,1,0,2025,nacimientos,Cuadro6A
5.0,5148.0,,,Centro poblado,3,0,0,0,2,0,1,0,0,0,2025,nacimientos,Cuadro6A
5.0,5148.0,,,Rural disperso,135,2,1,1,18,41,62,8,2,0,2025,nacimientos,Cuadro6A
5.0,5148.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5150.0,,05150 Carolina,Total,9,0,0,0,0,5,2,1,1,0,2025,nacimientos,Cuadro6A
5.0,5150.0,,,Cabecera municipal,5,0,0,0,0,4,0,0,1,0,2025,nacimientos,Cuadro6A
5.0,5150.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5150.0,,,Rural disperso,4,0,0,0,0,1,2,1,0,0,2025,nacimientos,Cuadro6A
5.0,5150.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5154.0,,05154 Caucasia,Total,736,4,4,12,42,200,318,127,29,0,2025,nacimientos,Cuadro6A
5.0,5154.0,,,Cabecera municipal,644,4,4,12,37,174,281,109,23,0,2025,nacimientos,Cuadro6A
5.0,5154.0,,,Centro poblado,21,0,0,0,0,2,10,7,2,0,2025,nacimientos,Cuadro6A
5.0,5154.0,,,Rural disperso,71,0,0,0,5,24,27,11,4,0,2025,nacimientos,Cuadro6A
5.0,5154.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5172.0,,05172 Chigorodó,Total,391,2,1,6,24,106,178,67,7,0,2025,nacimientos,Cuadro6A
5.0,5172.0,,,Cabecera municipal,271,2,1,5,17,69,126,46,5,0,2025,nacimientos,Cuadro6A
5.0,5172.0,,,Centro poblado,13,0,0,0,1,4,8,0,0,0,2025,nacimientos,Cuadro6A
5.0,5172.0,,,Rural disperso,107,0,0,1,6,33,44,21,2,0,2025,nacimientos,Cuadro6A
5.0,5172.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5190.0,,05190 Cisneros,Total,35,0,1,0,1,8,14,11,0,0,2025,nacimientos,Cuadro6A
5.0,5190.0,,,Cabecera municipal,27,0,1,0,1,7,11,7,0,0,2025,nacimientos,Cuadro6A
5.0,5190.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5190.0,,,Rural disperso,8,0,0,0,0,1,3,4,0,0,2025,nacimientos,Cuadro6A
5.0,5190.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5197.0,,05197 Cocorná,Total,80,0,1,4,6,20,40,6,3,0,2025,nacimientos,Cuadro6A
5.0,5197.0,,,Cabecera municipal,36,0,0,1,2,8,21,4,0,0,2025,nacimientos,Cuadro6A
5.0,5197.0,,,Centro poblado,1,0,0,1,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5197.0,,,Rural disperso,43,0,1,2,4,12,19,2,3,0,2025,nacimientos,Cuadro6A
5.0,5197.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5206.0,,05206 Concepción,Total,12,0,0,0,3,3,4,2,0,0,2025,nacimientos,Cuadro6A
5.0,5206.0,,,Cabecera municipal,6,0,0,0,2,1,3,0,0,0,2025,nacimientos,Cuadro6A
5.0,5206.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5206.0,,,Rural disperso,6,0,0,0,1,2,1,2,0,0,2025,nacimientos,Cuadro6A
5.0,5206.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5209.0,,05209 Concordia,Total,59,0,1,1,8,21,19,9,0,0,2025,nacimientos,Cuadro6A
5.0,5209.0,,,Cabecera municipal,16,0,0,0,0,8,8,0,0,0,2025,nacimientos,Cuadro6A
5.0,5209.0,,,Centro poblado,2,0,0,0,0,0,1,1,0,0,2025,nacimientos,Cuadro6A
5.0,5209.0,,,Rural disperso,41,0,1,1,8,13,10,8,0,0,2025,nacimientos,Cuadro6A
5.0,5209.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5212.0,,05212 Copacabana,Total,236,0,3,2,21,83,91,32,4,0,2025,nacimientos,Cuadro6A
5.0,5212.0,,,Cabecera municipal,188,0,3,2,17,66,73,25,2,0,2025,nacimientos,Cuadro6A
5.0,5212.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5212.0,,,Rural disperso,48,0,0,0,4,17,18,7,2,0,2025,nacimientos,Cuadro6A
5.0,5212.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5234.0,,05234 Dabeiba,Total,105,1,3,1,6,23,58,11,2,0,2025,nacimientos,Cuadro6A
5.0,5234.0,,,Cabecera municipal,31,0,2,0,1,8,14,5,1,0,2025,nacimientos,Cuadro6A
5.0,5234.0,,,Centro poblado,6,0,0,0,0,2,4,0,0,0,2025,nacimientos,Cuadro6A
5.0,5234.0,,,Rural disperso,68,1,1,1,5,13,40,6,1,0,2025,nacimientos,Cuadro6A
5.0,5234.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5237.0,,05237 Donmatías,Total,75,0,1,1,5,31,32,4,1,0,2025,nacimientos,Cuadro6A
5.0,5237.0,,,Cabecera municipal,41,0,1,0,4,17,16,2,1,0,2025,nacimientos,Cuadro6A
5.0,5237.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5237.0,,,Rural disperso,34,0,0,1,1,14,16,2,0,0,2025,nacimientos,Cuadro6A
5.0,5237.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5240.0,,05240 Ebéjico,Total,25,0,0,1,1,8,11,2,2,0,2025,nacimientos,Cuadro6A
5.0,5240.0,,,Cabecera municipal,3,0,0,0,0,0,2,0,1,0,2025,nacimientos,Cuadro6A
5.0,5240.0,,,Centro poblado,2,0,0,0,0,0,2,0,0,0,2025,nacimientos,Cuadro6A
5.0,5240.0,,,Rural disperso,20,0,0,1,1,8,7,2,1,0,2025,nacimientos,Cuadro6A
5.0,5240.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5250.0,,05250 El Bagre,Total,476,4,6,6,36,132,184,91,17,0,2025,nacimientos,Cuadro6A
5.0,5250.0,,,Cabecera municipal,282,3,4,5,27,76,95,62,10,0,2025,nacimientos,Cuadro6A
5.0,5250.0,,,Centro poblado,76,0,1,0,5,17,44,6,3,0,2025,nacimientos,Cuadro6A
5.0,5250.0,,,Rural disperso,118,1,1,1,4,39,45,23,4,0,2025,nacimientos,Cuadro6A
5.0,5250.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5264.0,,05264 Entrerríos,Total,59,1,0,3,5,22,23,5,0,0,2025,nacimientos,Cuadro6A
5.0,5264.0,,,Cabecera municipal,30,1,0,0,2,10,16,1,0,0,2025,nacimientos,Cuadro6A
5.0,5264.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
5.0,5264.0,,,Rural disperso,29,0,0,3,3,12,7,4,0,0,2025,nacimientos,Cuadro6A
5.0,5264.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A
