columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen,cuadro
81.0,81999.0,,Sin Información,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
81.0,81999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
81.0,81999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
81.0,81999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
81.0,81999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85000.0,85 Casanare,Total Dpto,TOTAL,1739,1112,627,0,20,15,0,8,3,0,13,6,0,265,59,0,232,115,0,389,251,0,180,171,0,5,7,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85000.0,,,Cabecera municipal,1430,869,561,0,18,14,0,6,2,0,9,5,0,179,45,0,178,111,0,316,226,0,159,152,0,4,6,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85000.0,,,Centro poblado,33,24,9,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,0,9,5,0,3,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85000.0,,,Rural disperso,263,211,52,0,2,1,0,2,1,0,4,1,0,77,11,0,48,3,0,60,19,0,17,15,0,1,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85000.0,,,Sin información,13,8,5,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,4,1,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85001.0,,85001 Yopal,TOTAL,1126,693,433,0,14,14,0,5,1,0,9,4,0,145,37,0,154,88,0,256,185,0,108,101,0,2,3,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85001.0,,,Cabecera municipal,1058,640,418,0,14,14,0,4,1,0,8,4,0,128,34,0,141,87,0,238,177,0,105,98,0,2,3,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85001.0,,,Centro poblado,14,9,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,4,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85001.0,,,Rural disperso,51,42,9,0,0,0,0,1,0,0,1,0,0,14,2,0,11,1,0,13,4,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85001.0,,,Sin información,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85010.0,,85010 Aguazul,TOTAL,77,54,23,0,2,0,0,1,0,0,0,0,0,14,2,0,11,4,0,17,7,0,8,10,0,1,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85010.0,,,Cabecera municipal,56,36,20,0,2,0,0,1,0,0,0,0,0,5,1,0,8,3,0,12,6,0,7,10,0,1,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85010.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85010.0,,,Rural disperso,19,16,3,0,0,0,0,0,0,0,0,0,0,7,1,0,3,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85010.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85015.0,,85015 Chámeza,TOTAL,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85015.0,,,Cabecera municipal,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85015.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85015.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85015.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85125.0,,85125 Hato Corozal,TOTAL,34,27,7,0,2,0,0,1,0,0,2,0,0,8,2,0,8,0,0,6,3,0,0,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85125.0,,,Cabecera municipal,18,13,5,0,2,0,0,1,0,0,0,0,0,4,2,0,3,0,0,3,2,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85125.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85125.0,,,Rural disperso,16,14,2,0,0,0,0,0,0,0,2,0,0,4,0,0,5,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85125.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85136.0,,85136 La Salina,TOTAL,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85136.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85136.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85136.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85136.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85139.0,,85139 Maní,TOTAL,38,29,9,0,0,0,0,0,0,0,0,0,0,12,2,0,6,1,0,9,1,0,2,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85139.0,,,Cabecera municipal,24,16,8,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,0,5,1,0,2,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85139.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85139.0,,,Rural disperso,14,13,1,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85139.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85162.0,,85162 Monterrey,TOTAL,39,25,14,0,0,0,0,0,0,0,0,0,0,9,2,0,5,4,0,5,5,0,6,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85162.0,,,Cabecera municipal,25,13,12,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,0,3,4,0,5,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85162.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85162.0,,,Rural disperso,13,11,2,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85162.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85225.0,,85225 Nunchía,TOTAL,18,13,5,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,2,0,2,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85225.0,,,Cabecera municipal,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85225.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85225.0,,,Rural disperso,13,11,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85225.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85230.0,,85230 Orocué,TOTAL,31,22,9,0,0,0,0,0,0,0,0,0,0,6,0,0,5,2,0,8,3,0,3,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85230.0,,,Cabecera municipal,14,8,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,2,0,1,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85230.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85230.0,,,Rural disperso,15,12,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,4,1,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85230.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85250.0,,85250 Paz de Ariporo,TOTAL,106,67,39,0,1,0,0,0,2,0,1,1,0,22,2,0,9,6,0,21,14,0,13,13,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85250.0,,,Cabecera municipal,75,43,32,0,0,0,0,0,1,0,0,0,0,12,2,0,5,6,0,15,10,0,11,12,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85250.0,,,Centro poblado,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85250.0,,,Rural disperso,28,22,6,0,1,0,0,0,1,0,1,1,0,9,0,0,4,0,0,5,4,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85250.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85263.0,,85263 Pore,TOTAL,33,23,10,0,0,0,0,1,0,0,0,1,0,4,2,0,3,3,0,9,2,0,6,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85263.0,,,Cabecera municipal,23,15,8,0,0,0,0,0,0,0,0,1,0,3,1,0,2,3,0,6,2,0,4,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85263.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85263.0,,,Rural disperso,10,8,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85263.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85279.0,,85279 Recetor,TOTAL,8,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85279.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85279.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85279.0,,,Rural disperso,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85279.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85300.0,,85300 Sabanalarga,TOTAL,8,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85300.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85300.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85300.0,,,Rural disperso,5,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85300.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85315.0,,85315 Sácama,TOTAL,10,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85315.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85315.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85315.0,,,Rural disperso,6,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85315.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85325.0,,85325 San Luis de Palenque,TOTAL,22,16,6,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,6,1,0,3,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85325.0,,,Cabecera municipal,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85325.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85325.0,,,Rural disperso,11,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85325.0,,,Sin información,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85400.0,,85400 Támara,TOTAL,16,12,4,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,6,1,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85400.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85400.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85400.0,,,Rural disperso,13,10,3,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85400.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85410.0,,85410 Tauramena,TOTAL,54,34,20,0,0,0,0,0,0,0,0,0,0,10,1,0,9,2,0,8,8,0,6,9,0,1,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85410.0,,,Cabecera municipal,31,16,15,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,3,7,0,6,6,0,1,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85410.0,,,Centro poblado,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85410.0,,,Rural disperso,19,15,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,1,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85410.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85430.0,,85430 Trinidad,TOTAL,36,27,9,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,0,15,4,0,6,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85430.0,,,Cabecera municipal,26,18,8,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,12,4,0,3,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85430.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85430.0,,,Rural disperso,7,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85430.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85440.0,,85440 Villanueva,TOTAL,77,50,27,0,1,1,0,0,0,0,1,0,0,10,2,0,11,3,0,17,12,0,10,9,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85440.0,,,Cabecera municipal,54,34,20,0,0,0,0,0,0,0,1,0,0,5,0,0,6,3,0,13,10,0,9,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85440.0,,,Centro poblado,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85440.0,,,Rural disperso,18,12,6,0,1,1,0,0,0,0,0,0,0,3,1,0,5,0,0,2,2,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85440.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85999.0,,Sin Información,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
85.0,85999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86000.0,86 Putumayo,Total Dpto,TOTAL,1212,775,437,0,15,14,0,5,2,0,3,7,0,289,58,0,130,78,0,216,146,0,113,126,0,3,6,0,1,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86000.0,,,Cabecera municipal,792,473,319,0,13,12,0,3,0,0,1,1,0,126,39,0,79,61,0,163,105,0,86,96,0,2,5,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86000.0,,,Centro poblado,38,20,18,0,0,0,0,0,0,0,1,0,0,7,4,0,5,4,0,4,7,0,3,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86000.0,,,Rural disperso,362,272,90,0,2,1,0,1,1,0,1,6,0,154,13,0,45,11,0,45,31,0,23,26,0,1,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86000.0,,,Sin información,20,10,10,0,0,1,0,1,1,0,0,0,0,2,2,0,1,2,0,4,3,0,1,1,0,0,0,0,1,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86001.0,,86001 Mocoa,TOTAL,204,116,88,0,2,2,0,1,0,0,0,1,0,30,8,0,18,14,0,41,28,0,23,33,0,1,2,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86001.0,,,Cabecera municipal,153,83,70,0,2,2,0,1,0,0,0,1,0,16,7,0,13,12,0,35,21,0,15,26,0,1,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86001.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86001.0,,,Rural disperso,48,31,17,0,0,0,0,0,0,0,0,0,0,13,0,0,5,2,0,5,7,0,8,7,0,0,1,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86001.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86219.0,,86219 Colón,TOTAL,45,25,20,0,0,2,0,0,0,0,0,0,0,4,3,0,5,3,0,10,3,0,6,9,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86219.0,,,Cabecera municipal,39,20,19,0,0,2,0,0,0,0,0,0,0,2,3,0,2,2,0,10,3,0,6,9,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86219.0,,,Centro poblado,6,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86219.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86219.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86320.0,,86320 Orito,TOTAL,96,69,27,0,0,1,0,0,0,0,0,0,0,39,3,0,9,8,0,14,8,0,7,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86320.0,,,Cabecera municipal,57,37,20,0,0,1,0,0,0,0,0,0,0,21,1,0,5,5,0,9,7,0,2,6,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86320.0,,,Centro poblado,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86320.0,,,Rural disperso,33,29,4,0,0,0,0,0,0,0,0,0,0,17,1,0,4,2,0,4,0,0,4,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86320.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86568.0,,86568 Puerto Asís,TOTAL,412,263,149,0,11,7,0,0,0,0,1,2,0,83,21,0,49,25,0,80,57,0,38,34,0,1,3,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86568.0,,,Cabecera municipal,339,211,128,0,10,6,0,0,0,0,0,0,0,57,18,0,35,20,0,73,52,0,35,29,0,1,3,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86568.0,,,Centro poblado,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
86.0,86568.0,,,Rural disperso,66,51,15,0,1,0,0,0,0,0,1,2,0,26,2,0,14,4,0,7,3,0,2,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3,cuadro3
