columna,columna_1,"CUADRO 6A - Nacimientos por peso al nacer, según departamento, municipio y área de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,año,tipo,hoja_origen,cuadro
68.0,68895.0,,,Cabecera municipal,6,0,0,0,0,1,4,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68895.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68895.0,,,Rural disperso,5,0,0,0,2,0,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68895.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
68.0,68999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70000.0,70 Sucre,Total Dpto,Total,1050,5,6,23,94,327,454,131,9,1,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70000.0,,,Cabecera municipal,641,4,4,14,53,205,272,85,3,1,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70000.0,,,Centro poblado,247,1,2,5,28,76,109,23,3,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70000.0,,,Rural disperso,162,0,0,4,13,46,73,23,3,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70001.0,,70001 Sincelejo,Total,317,1,3,7,33,105,125,41,2,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70001.0,,,Cabecera municipal,282,1,2,6,29,95,110,38,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70001.0,,,Centro poblado,22,0,1,1,4,9,6,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70001.0,,,Rural disperso,13,0,0,0,0,1,9,2,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70110.0,,70110 Buenavista,Total,10,0,0,0,1,2,3,4,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70110.0,,,Cabecera municipal,8,0,0,0,1,2,3,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70110.0,,,Centro poblado,2,0,0,0,0,0,0,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70110.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70110.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70124.0,,70124 Caimito,Total,16,0,0,0,1,5,5,4,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70124.0,,,Cabecera municipal,5,0,0,0,0,2,1,1,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70124.0,,,Centro poblado,6,0,0,0,1,1,2,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70124.0,,,Rural disperso,5,0,0,0,0,2,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70124.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70204.0,,70204 Colosó,Total,10,0,1,0,0,5,3,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70204.0,,,Cabecera municipal,4,0,1,0,0,2,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70204.0,,,Centro poblado,3,0,0,0,0,1,2,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70204.0,,,Rural disperso,3,0,0,0,0,2,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70204.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70215.0,,70215 Corozal,Total,59,0,0,0,5,19,27,8,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70215.0,,,Cabecera municipal,48,0,0,0,2,17,22,7,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70215.0,,,Centro poblado,9,0,0,0,1,2,5,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70215.0,,,Rural disperso,2,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70215.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70221.0,,70221 Coveñas,Total,23,0,0,0,1,11,9,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70221.0,,,Cabecera municipal,14,0,0,0,0,8,5,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70221.0,,,Centro poblado,5,0,0,0,1,3,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70221.0,,,Rural disperso,4,0,0,0,0,0,3,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70221.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70230.0,,70230 Chalán,Total,7,0,0,0,0,2,3,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70230.0,,,Cabecera municipal,3,0,0,0,0,0,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70230.0,,,Centro poblado,3,0,0,0,0,2,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70230.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70230.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70233.0,,70233 El Roble,Total,5,0,0,1,1,2,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70233.0,,,Cabecera municipal,3,0,0,1,1,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70233.0,,,Centro poblado,2,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70233.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70233.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70235.0,,70235 Galeras,Total,22,0,0,0,3,7,11,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70235.0,,,Cabecera municipal,12,0,0,0,0,4,7,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70235.0,,,Centro poblado,3,0,0,0,0,0,3,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70235.0,,,Rural disperso,7,0,0,0,3,3,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70235.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70265.0,,70265 Guaranda,Total,29,0,0,0,0,7,16,6,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70265.0,,,Cabecera municipal,14,0,0,0,0,3,9,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70265.0,,,Centro poblado,3,0,0,0,0,1,2,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70265.0,,,Rural disperso,12,0,0,0,0,3,5,4,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70265.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70400.0,,70400 La Unión,Total,11,0,0,0,2,6,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70400.0,,,Cabecera municipal,2,0,0,0,1,0,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70400.0,,,Centro poblado,1,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70400.0,,,Rural disperso,8,0,0,0,1,5,2,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70400.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70418.0,,70418 Los Palmitos,Total,28,0,0,0,1,11,13,1,2,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70418.0,,,Cabecera municipal,12,0,0,0,0,5,6,0,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70418.0,,,Centro poblado,9,0,0,0,1,3,4,0,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70418.0,,,Rural disperso,7,0,0,0,0,3,3,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70418.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70429.0,,70429 Majagual,Total,50,0,0,2,2,15,26,5,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70429.0,,,Cabecera municipal,8,0,0,1,0,2,4,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70429.0,,,Centro poblado,11,0,0,0,1,3,6,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70429.0,,,Rural disperso,31,0,0,1,1,10,16,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70429.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70473.0,,70473 Morroa,Total,14,0,0,0,0,8,5,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70473.0,,,Cabecera municipal,7,0,0,0,0,3,4,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70473.0,,,Centro poblado,6,0,0,0,0,5,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70473.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70473.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70508.0,,70508 Ovejas,Total,21,0,0,1,4,6,6,4,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70508.0,,,Cabecera municipal,15,0,0,0,4,5,3,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70508.0,,,Centro poblado,2,0,0,0,0,1,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70508.0,,,Rural disperso,4,0,0,1,0,0,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70508.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70523.0,,70523 Palmito,Total,16,0,0,0,0,8,6,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70523.0,,,Cabecera municipal,6,0,0,0,0,4,2,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70523.0,,,Centro poblado,5,0,0,0,0,3,1,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70523.0,,,Rural disperso,5,0,0,0,0,1,3,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70523.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70670.0,,70670 Sampués,Total,44,0,0,0,8,13,19,4,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70670.0,,,Cabecera municipal,24,0,0,0,6,5,10,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70670.0,,,Centro poblado,10,0,0,0,0,3,7,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70670.0,,,Rural disperso,10,0,0,0,2,5,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70670.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70678.0,,70678 San Benito Abad,Total,31,0,0,0,4,12,14,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70678.0,,,Cabecera municipal,10,0,0,0,0,4,5,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70678.0,,,Centro poblado,15,0,0,0,4,5,6,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70678.0,,,Rural disperso,6,0,0,0,0,3,3,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70678.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70702.0,,70702 San Juan de Betulia,Total,31,0,0,2,1,11,14,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70702.0,,,Cabecera municipal,8,0,0,1,0,5,1,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70702.0,,,Centro poblado,23,0,0,1,1,6,13,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70702.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70702.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70708.0,,70708 San Marcos,Total,111,1,2,3,15,21,51,14,3,1,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70708.0,,,Cabecera municipal,48,1,1,1,3,14,20,7,0,1,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70708.0,,,Centro poblado,42,0,1,0,9,6,20,4,2,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70708.0,,,Rural disperso,21,0,0,2,3,1,11,3,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70708.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70713.0,,70713 San Onofre,Total,56,0,0,1,3,17,27,7,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70713.0,,,Cabecera municipal,23,0,0,0,1,6,12,4,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70713.0,,,Centro poblado,26,0,0,1,2,10,12,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70713.0,,,Rural disperso,7,0,0,0,0,1,3,2,1,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70713.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70717.0,,70717 San Pedro,Total,21,0,0,2,4,4,6,5,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70717.0,,,Cabecera municipal,13,0,0,1,2,2,5,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70717.0,,,Centro poblado,5,0,0,1,1,1,1,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70717.0,,,Rural disperso,3,0,0,0,1,1,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70717.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70742.0,,70742 San Luis de Sincé,Total,43,0,0,1,1,12,21,8,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70742.0,,,Cabecera municipal,28,0,0,1,0,8,14,5,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70742.0,,,Centro poblado,14,0,0,0,1,3,7,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70742.0,,,Rural disperso,1,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70742.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70771.0,,70771 Sucre,Total,11,1,0,1,0,2,6,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70771.0,,,Cabecera municipal,5,1,0,0,0,1,3,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70771.0,,,Centro poblado,5,0,0,1,0,1,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70771.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70771.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70820.0,,70820 Santiago de Tolú,Total,44,1,0,2,2,10,24,5,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70820.0,,,Cabecera municipal,32,1,0,2,2,5,19,3,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70820.0,,,Centro poblado,6,0,0,0,0,3,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70820.0,,,Rural disperso,6,0,0,0,0,2,3,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70820.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70823.0,,70823 Tolú Viejo,Total,20,1,0,0,2,6,11,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70823.0,,,Cabecera municipal,7,0,0,0,1,3,3,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70823.0,,,Centro poblado,9,1,0,0,1,1,6,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70823.0,,,Rural disperso,4,0,0,0,0,2,2,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70823.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
70.0,70999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73000.0,73 Tolima,Total Dpto,Total,1134,4,3,18,68,288,506,210,36,1,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73000.0,,,Cabecera municipal,772,3,2,12,41,202,352,135,25,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73000.0,,,Centro poblado,66,1,0,1,3,18,32,10,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73000.0,,,Rural disperso,296,0,1,5,24,68,122,65,10,1,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73001.0,,73001 Ibagué,Total,444,2,1,10,30,131,198,60,12,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73001.0,,,Cabecera municipal,404,1,1,10,29,116,183,52,12,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73001.0,,,Centro poblado,18,1,0,0,0,8,7,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73001.0,,,Rural disperso,22,0,0,0,1,7,8,6,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73024.0,,73024 Alpujarra,Total,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73024.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73024.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73024.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73024.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73026.0,,73026 Alvarado,Total,8,0,0,0,1,2,3,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73026.0,,,Cabecera municipal,5,0,0,0,1,1,1,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73026.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73026.0,,,Rural disperso,2,0,0,0,0,1,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73026.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73030.0,,73030 Ambalema,Total,6,0,0,0,0,0,5,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73030.0,,,Cabecera municipal,5,0,0,0,0,0,4,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73030.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73030.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73030.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73043.0,,73043 Anzoátegui,Total,4,0,0,0,0,1,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73043.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73043.0,,,Centro poblado,1,0,0,0,0,0,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73043.0,,,Rural disperso,3,0,0,0,0,1,2,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73043.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73055.0,,73055 Armero,Total,7,1,0,0,0,1,5,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73055.0,,,Cabecera municipal,6,1,0,0,0,1,4,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73055.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73055.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73055.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73067.0,,73067 Ataco,Total,13,0,0,0,3,5,4,0,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73067.0,,,Cabecera municipal,2,0,0,0,0,1,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73067.0,,,Centro poblado,2,0,0,0,0,1,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73067.0,,,Rural disperso,9,0,0,0,3,3,2,0,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73067.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73124.0,,73124 Cajamarca,Total,10,0,0,0,0,3,7,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73124.0,,,Cabecera municipal,4,0,0,0,0,1,3,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73124.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73124.0,,,Rural disperso,6,0,0,0,0,2,4,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73124.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73148.0,,73148 Carmen de Apicalá,Total,8,0,0,1,0,2,2,2,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73148.0,,,Cabecera municipal,7,0,0,1,0,1,2,2,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73148.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73148.0,,,Rural disperso,1,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73148.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73152.0,,73152 Casabianca,Total,4,0,0,0,0,1,1,2,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73152.0,,,Cabecera municipal,1,0,0,0,0,0,0,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73152.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73152.0,,,Rural disperso,3,0,0,0,0,1,1,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73152.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73168.0,,73168 Chaparral,Total,56,0,0,2,4,15,23,9,3,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73168.0,,,Cabecera municipal,31,0,0,0,0,9,16,5,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73168.0,,,Centro poblado,3,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73168.0,,,Rural disperso,22,0,0,2,4,3,7,4,2,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73168.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73200.0,,73200 Coello,Total,6,0,0,0,0,1,3,0,2,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73200.0,,,Cabecera municipal,1,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73200.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73200.0,,,Rural disperso,4,0,0,0,0,1,2,0,1,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73200.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73217.0,,73217 Coyaima,Total,32,0,0,1,3,7,13,7,0,1,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73217.0,,,Cabecera municipal,3,0,0,0,0,0,3,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73217.0,,,Centro poblado,3,0,0,0,0,0,2,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73217.0,,,Rural disperso,26,0,0,1,3,7,8,6,0,1,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73217.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro6A,cuadro6a
73.0,73226.0,,73226 Cunday,Total,5,0,0,0,0,0,4,1,0,0,2023,nacimientos,Cuadro6A,cuadro6a
