columna,columna_1,"CUADRO 6A - Nacimientos por peso al nacer, según departamento, municipio y área de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,año,tipo,hoja_origen,cuadro
91.0,91405.0,,91405 La Chorrera,Total,4,0,0,0,0,2,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91405.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91405.0,,,Centro poblado,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91405.0,,,Rural disperso,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91405.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91407.0,,91407 La Pedrera,Total,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91407.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91407.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91407.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91407.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91430.0,,91430 La Victoria,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91430.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91430.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91430.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91430.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91460.0,,91460 Mirití - Paraná,Total,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91460.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91460.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91460.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91460.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91530.0,,91530 Puerto Alegría,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91530.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91530.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91530.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91530.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91536.0,,91536 Puerto Arica,Total,2,0,0,0,0,0,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91536.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91536.0,,,Centro poblado,2,0,0,0,0,0,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91536.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91536.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91540.0,,91540 Puerto Nariño,Total,8,0,1,0,2,2,2,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91540.0,,,Cabecera municipal,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91540.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91540.0,,,Rural disperso,6,0,0,0,2,1,2,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91540.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91669.0,,91669 Puerto Santander,Total,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91669.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91669.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91669.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91669.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91798.0,,91798 Tarapacá,Total,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91798.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91798.0,,,Centro poblado,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91798.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91798.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
91.0,91999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94000.0,94 Guainía,Total Dpto,Total,82,0,2,0,7,20,34,16,3,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94000.0,,,Cabecera municipal,64,0,2,0,4,17,27,11,3,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94000.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94000.0,,,Rural disperso,18,0,0,0,3,3,7,5,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94001.0,,94001 Inírida,Total,79,0,2,0,7,20,33,14,3,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94001.0,,,Cabecera municipal,64,0,2,0,4,17,27,11,3,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94001.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94001.0,,,Rural disperso,15,0,0,0,3,3,6,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94343.0,,94343 Barranco Minas,Total,2,0,0,0,0,0,1,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94343.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94343.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94343.0,,,Rural disperso,2,0,0,0,0,0,1,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94343.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94663.0,,94663 Mapiripana,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94663.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94663.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94663.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94663.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94883.0,,94883 San Felipe,Total,1,0,0,0,0,0,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94883.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94883.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94883.0,,,Rural disperso,1,0,0,0,0,0,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94883.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94884.0,,94884 Puerto Colombia,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94884.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94884.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94884.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94884.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94885.0,,94885 La Guadalupe,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94885.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94885.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94885.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94885.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94886.0,,94886 Cacahual,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94886.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94886.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94886.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94886.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94887.0,,94887 Pana Pana,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94887.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94887.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94887.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94887.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94888.0,,94888 Morichal,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94888.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94888.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94888.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94888.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
94.0,94999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95000.0,95 Guaviare,Total Dpto,Total,96,0,1,0,4,22,55,14,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95000.0,,,Cabecera municipal,54,0,1,0,3,11,32,7,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95000.0,,,Centro poblado,2,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95000.0,,,Rural disperso,40,0,0,0,1,9,23,7,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95001.0,,95001 San José del Guaviare,Total,77,0,1,0,3,17,46,10,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95001.0,,,Cabecera municipal,50,0,1,0,3,10,30,6,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95001.0,,,Centro poblado,2,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95001.0,,,Rural disperso,25,0,0,0,0,5,16,4,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95015.0,,95015 Calamar,Total,5,0,0,0,0,1,3,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95015.0,,,Cabecera municipal,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95015.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95015.0,,,Rural disperso,3,0,0,0,0,0,3,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95015.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95025.0,,95025 El Retorno,Total,9,0,0,0,0,3,5,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95025.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95025.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95025.0,,,Rural disperso,8,0,0,0,0,3,4,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95025.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95200.0,,95200 Miraflores,Total,5,0,0,0,1,1,1,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95200.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95200.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95200.0,,,Rural disperso,4,0,0,0,1,1,0,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95200.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
95.0,95999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97000.0,97 Vaupés,Total Dpto,Total,28,0,0,0,0,6,17,2,0,3,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97000.0,,,Cabecera municipal,10,0,0,0,0,3,6,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97000.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97000.0,,,Rural disperso,18,0,0,0,0,3,11,1,0,3,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97001.0,,97001 Mitú,Total,24,0,0,0,0,5,14,2,0,3,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97001.0,,,Cabecera municipal,8,0,0,0,0,2,5,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97001.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97001.0,,,Rural disperso,16,0,0,0,0,3,9,1,0,3,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97161.0,,97161 Carurú,Total,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97161.0,,,Cabecera municipal,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97161.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97161.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97161.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97511.0,,97511 Pacoa,Total,2,0,0,0,0,0,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97511.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97511.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97511.0,,,Rural disperso,2,0,0,0,0,0,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97511.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97666.0,,97666 Taraira,Total,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97666.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97666.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97666.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97666.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97777.0,,97777 Papunaua,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97777.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97777.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97777.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97777.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97889.0,,97889 Yavaraté,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97889.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97889.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97889.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97889.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
97.0,97999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99000.0,99 Vichada,Total Dpto,Total,99,0,0,0,3,27,47,13,5,4,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99000.0,,,Cabecera municipal,52,0,0,0,1,10,31,8,2,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99000.0,,,Centro poblado,1,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99000.0,,,Rural disperso,46,0,0,0,2,17,16,5,2,4,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99001.0,,99001 Puerto Carreño,Total,40,0,0,0,1,7,22,6,3,1,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99001.0,,,Cabecera municipal,34,0,0,0,1,5,22,4,2,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99001.0,,,Centro poblado,1,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99001.0,,,Rural disperso,5,0,0,0,0,2,0,2,0,1,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99524.0,,99524 La Primavera,Total,11,0,0,0,1,4,5,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99524.0,,,Cabecera municipal,5,0,0,0,0,0,4,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99524.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99524.0,,,Rural disperso,6,0,0,0,1,4,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99524.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99624.0,,99624 Santa Rosalía,Total,3,0,0,0,0,1,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99624.0,,,Cabecera municipal,3,0,0,0,0,1,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99624.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99624.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99624.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99773.0,,99773 Cumaribo,Total,45,0,0,0,1,15,18,6,2,3,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99773.0,,,Cabecera municipal,10,0,0,0,0,4,3,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99773.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99773.0,,,Rural disperso,35,0,0,0,1,11,15,3,2,3,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99773.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99999.0,,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
99.0,99999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75000.0,Extranjero,Total,Total,551,4,5,9,36,147,242,90,18,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75076.0,,076 Brasil,Total,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75174.0,,174 Union de Las Comoras,Total,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75218.0,,218 Ecuador,Total,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75533.0,,533 Aruba,Total,3,0,3,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75840.0,,840 Estados Unidos de América,Total,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
75.0,75862.0,,862 Venezuela,Total,544,4,2,9,36,145,240,90,18,0,2022,nacimientos,Cuadro6A,cuadro6a
1.0,1999.0,Sin Información,Total Dpto,Total,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
1.0,1999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
1.0,1999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
1.0,1999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
1.0,1999.0,,,Sin información,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
,,Fuente: DANE - Estadísticas Vitales,,,,,,,,,,,,,2022,nacimientos,Cuadro6A,cuadro6a
,,Fecha de actualización: 25 de marzo de 2022,,,,,,,,,,,,,2022,nacimientos,Cuadro6A,cuadro6a
