columna,columna_1,"CUADRO 6A - Nacimientos por peso al nacer, según departamento, municipio y área de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,año,tipo,hoja_origen
5.0,5234.0,,,Rural disperso,8,0,0,0,1,3,2,2,0,0,2022,nacimientos,Cuadro6A
5.0,5234.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5237.0,,05237 Don Matías,Total,17,0,0,2,0,6,7,2,0,0,2022,nacimientos,Cuadro6A
5.0,5237.0,,,Cabecera municipal,9,0,0,1,0,6,2,0,0,0,2022,nacimientos,Cuadro6A
5.0,5237.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5237.0,,,Rural disperso,8,0,0,1,0,0,5,2,0,0,2022,nacimientos,Cuadro6A
5.0,5237.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5240.0,,05240 Ebéjico,Total,5,0,0,0,1,3,0,1,0,0,2022,nacimientos,Cuadro6A
5.0,5240.0,,,Cabecera municipal,1,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5240.0,,,Centro poblado,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A
5.0,5240.0,,,Rural disperso,2,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5240.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5250.0,,05250 El Bagre,Total,90,1,1,0,3,31,34,17,3,0,2022,nacimientos,Cuadro6A
5.0,5250.0,,,Cabecera municipal,65,1,0,0,3,23,23,12,3,0,2022,nacimientos,Cuadro6A
5.0,5250.0,,,Centro poblado,13,0,1,0,0,2,8,2,0,0,2022,nacimientos,Cuadro6A
5.0,5250.0,,,Rural disperso,12,0,0,0,0,6,3,3,0,0,2022,nacimientos,Cuadro6A
5.0,5250.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5264.0,,05264 Entrerrios,Total,5,0,0,1,0,2,2,0,0,0,2022,nacimientos,Cuadro6A
5.0,5264.0,,,Cabecera municipal,5,0,0,1,0,2,2,0,0,0,2022,nacimientos,Cuadro6A
5.0,5264.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5264.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
5.0,5264.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A
