columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen
76.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
81.0,81 Arauca,Total,258,136,122,0,80,71,0,12,6,0,44,45,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,Indígena,15,8,7,0,0,1,0,1,1,0,7,5,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,Ninguno de las anteriores,241,126,115,0,80,70,0,10,5,0,36,40,0,0,0,0,2024,nacimientos,Cuadro11
81.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
85.0,85 Casanare,Total,411,203,208,0,167,162,0,4,6,0,32,40,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,Indígena,5,2,3,0,1,0,0,0,0,0,1,3,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",9,4,5,0,4,4,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,Ninguno de las anteriores,397,197,200,0,162,158,0,4,6,0,31,36,0,0,0,0,2024,nacimientos,Cuadro11
85.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
86.0,86 Putumayo,Total,329,162,167,0,82,92,0,6,4,0,74,71,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,Indígena,48,24,24,0,7,10,0,2,0,0,15,14,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,Ninguno de las anteriores,278,138,140,0,75,82,0,4,4,0,59,54,0,0,0,0,2024,nacimientos,Cuadro11
86.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
88.0,88 Archipiélago de San Andrés y Providencia,Total,52,30,22,0,19,11,0,9,5,0,2,6,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,Raizal del archipiélago de San Andrés y Providencia,18,10,8,0,4,2,0,5,2,0,1,4,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,Ninguno de las anteriores,34,20,14,0,15,9,0,4,3,0,1,2,0,0,0,0,2024,nacimientos,Cuadro11
88.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
91.0,91 Amazonas,Total,71,39,32,0,23,19,0,8,6,0,8,7,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,Indígena,36,21,15,0,6,5,0,8,6,0,7,4,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,Ninguno de las anteriores,35,18,17,0,17,14,0,0,0,0,1,3,0,0,0,0,2024,nacimientos,Cuadro11
91.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
94.0,94 Guainía,Total,53,28,25,0,13,11,0,2,0,0,13,14,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,Indígena,40,21,19,0,8,7,0,2,0,0,11,12,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,Ninguno de las anteriores,13,7,6,0,5,4,0,0,0,0,2,2,0,0,0,0,2024,nacimientos,Cuadro11
94.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
95.0,95 Guaviare,Total,86,43,43,0,23,21,0,3,1,0,17,21,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,Indígena,10,6,4,0,1,1,0,0,0,0,5,3,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,Ninguno de las anteriores,73,35,38,0,21,20,0,3,1,0,11,17,0,0,0,0,2024,nacimientos,Cuadro11
95.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
97.0,97 Vaupés,Total,33,19,14,0,9,5,0,1,0,0,9,9,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,Indígena,26,16,10,0,6,3,0,1,0,0,9,7,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,Ninguno de las anteriores,7,3,4,0,3,2,0,0,0,0,0,2,0,0,0,0,2024,nacimientos,Cuadro11
97.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
99.0,99 Vichada,Total,88,42,46,0,17,24,0,0,3,0,25,19,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,Indígena,61,31,30,0,8,11,0,0,2,0,23,17,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,Ninguno de las anteriores,27,11,16,0,9,13,0,0,1,0,2,2,0,0,0,0,2024,nacimientos,Cuadro11
99.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
75.0,Extranjero,Total,216,114,102,0,0,0,0,0,0,0,0,0,0,114,102,0,2024,nacimientos,Cuadro11
75.0,,Indígena,60,34,26,0,0,0,0,0,0,0,0,0,0,34,26,0,2024,nacimientos,Cuadro11
75.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
75.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
75.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
75.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,nacimientos,Cuadro11
75.0,,Ninguno de las anteriores,155,79,76,0,0,0,0,0,0,0,0,0,0,79,76,0,2024,nacimientos,Cuadro11
75.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,Sin Información,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,Ninguno de las anteriores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
1.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
,Fuente: DANE - Estadísticas Vitales,,,,,,,,,,,,,,,,,,2024,nacimientos,Cuadro11
,Fecha de actualización: 22 de marzo de 2024,,,,,,,,,,,,,,,,,,2024,nacimientos,Cuadro11
