columna,"CUADRO 16 - Diez primeras causas de defunción, según departamento de residencia",columna_1,columna_2,año,tipo,hoja_origen
91.0,,"B20 enfermedad por virus de la inmunodeficiencia humana [vih], resultante en enfermedades ­infecciosas y parasitarias",8,2024,defunciones,Cuadro16
91.0,,N39 otros trastornos del sistema urinario,8,2024,defunciones,Cuadro16
91.0,,X99 agresión con objeto cortante,8,2024,defunciones,Cuadro16
91.0,,C18 tumor maligno del colon,7,2024,defunciones,Cuadro16
91.0,,I67 otras enfermedades cerebrovasculares,7,2024,defunciones,Cuadro16
91.0,,I21 infarto agudo del miocardio,6,2024,defunciones,Cuadro16
91.0,,"X70 lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",6,2024,defunciones,Cuadro16
94.0,94 Guainía,Total defunciones,160,2024,defunciones,Cuadro16
94.0,,I21 infarto agudo del miocardio,17,2024,defunciones,Cuadro16
94.0,,"J18 neumonía, organismo no especificado",9,2024,defunciones,Cuadro16
94.0,,"X70 lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",7,2024,defunciones,Cuadro16
94.0,,C16 tumor maligno del estómago,4,2024,defunciones,Cuadro16
94.0,,I10 hipertensión esencial (primaria),4,2024,defunciones,Cuadro16
94.0,,J22 infección aguda no especificada de las vías respiratorias inferiores,4,2024,defunciones,Cuadro16
94.0,,K74 fibrosis y cirrosis del hígado,4,2024,defunciones,Cuadro16
94.0,,A09 otras gastroenteritis y colitis de origen infeccioso y no especificado,3,2024,defunciones,Cuadro16
94.0,,I25 enfermedad isquémica crónica del corazón,3,2024,defunciones,Cuadro16
94.0,,K92 otras enfermedades del sistema digestivo,3,2024,defunciones,Cuadro16
95.0,95 Guaviare,Total defunciones,360,2024,defunciones,Cuadro16
95.0,,I21 infarto agudo del miocardio,47,2024,defunciones,Cuadro16
95.0,,"X95 agresión con disparo de otras armas de fuego, y las no especificadas",25,2024,defunciones,Cuadro16
95.0,,J44 otras enfermedades pulmonares obstructivas crónicas,15,2024,defunciones,Cuadro16
95.0,,"J18 neumonía, organismo no especificado",10,2024,defunciones,Cuadro16
95.0,,I25 enfermedad isquémica crónica del corazón,9,2024,defunciones,Cuadro16
95.0,,N39 otros trastornos del sistema urinario,8,2024,defunciones,Cuadro16
95.0,,C34 tumor maligno de los bronquios y del pulmón,7,2024,defunciones,Cuadro16
95.0,,"V29 motociclista lesionado en otros accidentes de transporte, y en los no especificados",7,2024,defunciones,Cuadro16
95.0,,C53 tumor maligno del cuello del útero,6,2024,defunciones,Cuadro16
95.0,,C80 tumor maligno de sitios no especificados,6,2024,defunciones,Cuadro16
97.0,97 Vaupés,Total defunciones,122,2024,defunciones,Cuadro16
97.0,,I21 infarto agudo del miocardio,16,2024,defunciones,Cuadro16
97.0,,A09 otras gastroenteritis y colitis de origen infeccioso y no especificado,5,2024,defunciones,Cuadro16
97.0,,C34 tumor maligno de los bronquios y del pulmón,5,2024,defunciones,Cuadro16
97.0,,R98 muerte sin asistencia,5,2024,defunciones,Cuadro16
97.0,,"X70 lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",5,2024,defunciones,Cuadro16
97.0,,"E43 desnutrición proteicocalórica severa, no especificada",4,2024,defunciones,Cuadro16
97.0,,J44 otras enfermedades pulmonares obstructivas crónicas,4,2024,defunciones,Cuadro16
97.0,,R99 otras causas mal definidas y las no especificadas de mortalidad,4,2024,defunciones,Cuadro16
97.0,,B51 paludismo [malaria] debido a plasmodium vivax,3,2024,defunciones,Cuadro16
97.0,,C18 tumor maligno del colon,3,2024,defunciones,Cuadro16
99.0,99 Vichada,Total defunciones,238,2024,defunciones,Cuadro16
99.0,,I21 infarto agudo del miocardio,15,2024,defunciones,Cuadro16
99.0,,J44 otras enfermedades pulmonares obstructivas crónicas,12,2024,defunciones,Cuadro16
99.0,,"J15 neumonía bacteriana, no clasificada en otra parte",7,2024,defunciones,Cuadro16
99.0,,"E43 desnutrición proteicocalórica severa, no especificada",6,2024,defunciones,Cuadro16
99.0,,"X95 agresión con disparo de otras armas de fuego, y las no especificadas",6,2024,defunciones,Cuadro16
99.0,,C50 tumor maligno de la mama,4,2024,defunciones,Cuadro16
99.0,,E11 diabetes mellitus tipo 2,4,2024,defunciones,Cuadro16
99.0,,"E46 desnutrición proteicocalórica, no especificada",4,2024,defunciones,Cuadro16
99.0,,I71 aneurisma y disección aórticos,4,2024,defunciones,Cuadro16
99.0,,P03 feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto,4,2024,defunciones,Cuadro16
1.0,01 Sin información,Total defunciones,3739,2024,defunciones,Cuadro16
1.0,,R99 otras causas mal definidas y las no especificadas de mortalidad,1674,2024,defunciones,Cuadro16
1.0,,"X95 agresión con disparo de otras armas de fuego, y las no especificadas",556,2024,defunciones,Cuadro16
1.0,,X99 agresión con objeto cortante,127,2024,defunciones,Cuadro16
1.0,,R98 muerte sin asistencia,86,2024,defunciones,Cuadro16
1.0,,"Y34 evento no especificado, de intención no determinada",81,2024,defunciones,Cuadro16
1.0,,"X70 lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",75,2024,defunciones,Cuadro16
1.0,,I21 infarto agudo del miocardio,50,2024,defunciones,Cuadro16
1.0,,"J18 neumonía, organismo no especificado",47,2024,defunciones,Cuadro16
1.0,,"V09 peatón lesionado en otros accidentes de transporte, y en los no especificados",45,2024,defunciones,Cuadro16
1.0,,P96 otras afecciones originadas en el período perinatal,41,2024,defunciones,Cuadro16
,Fuente: DANE - Estadísticas Vitales,,,2024,defunciones,Cuadro16
,Fecha de actualización: 06 de febrero de 2026,,,2024,defunciones,Cuadro16
