columna,"CUADRO 11 - Defunciones por grupo de edad y sexo, según departamentos de ocurrencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
8.0,,066 Enfermedades del hígado,224,115,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,1,2,0,1,1,0,2,1,0,8,2,0,5,5,0,10,3,0,14,15,0,15,24,0,18,15,0,11,14,0,12,20,0,10,4,0,2,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",120,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,4,2,0,3,0,0,0,2,0,3,7,0,5,4,0,7,4,0,7,5,0,8,11,0,4,9,0,5,11,0,2,4,0,1,4,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",107,47,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,3,0,0,1,0,2,1,0,4,0,0,6,5,0,8,6,0,2,5,0,8,11,0,8,8,0,5,9,0,2,5,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,94,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3,0,1,1,0,2,5,0,4,2,0,0,1,0,0,0,0,2,1,0,8,3,0,7,5,0,2,8,0,4,5,0,4,9,0,4,3,0,2,2,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,070 Hemorragia gastrointestinal,103,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,2,2,0,2,2,0,3,3,0,3,4,0,5,6,0,9,7,0,7,7,0,8,11,0,7,2,0,2,2,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,071 Enfermedades de la piel y del tejido subcutáneo,210,81,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,2,1,0,3,4,0,2,2,0,3,5,0,8,5,0,5,9,0,6,7,0,13,10,0,7,16,0,14,19,0,10,17,0,2,17,0,2,11,0,0,2,0,0,0,0,2024,defunciones,Cuadro11
8.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,131,33,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,2,0,1,5,0,2,3,0,0,5,0,2,4,0,1,7,0,1,6,0,1,13,0,2,8,0,5,8,0,7,9,0,2,6,0,2,5,0,2,5,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,073 Enfermedades glomerulares y tubulointersticiales,46,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,2,0,2,1,0,2,1,0,0,1,0,1,3,0,3,3,0,7,3,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,074 Insuficiencia renal,264,136,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,4,2,0,0,2,0,4,3,0,5,11,0,11,9,0,12,9,0,17,13,0,16,19,0,20,17,0,24,20,0,13,11,0,6,9,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,075 Todas las demás enfermedades del sistema urinario,206,80,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,2,0,1,2,0,1,5,0,5,3,0,4,12,0,3,9,0,9,10,0,15,16,0,12,12,0,14,23,0,5,21,0,4,6,0,1,1,0,0,0,0,2024,defunciones,Cuadro11
8.0,,076 Hiperplasia de la próstata,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,5,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,077 Trastornos de los órganos genitales,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"078 Embarazo, parto y puerperio",29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,7,0,0,5,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,3,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,9,6,3,0,3,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",6,2,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,082 Trastornos respiratorios específicos del período perinatal,90,59,31,0,0,0,0,7,7,0,32,9,0,9,5,0,0,1,0,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,19,11,8,0,0,0,0,0,1,0,6,5,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,084 Infecciones específicas del período perinatal,65,35,30,0,2,1,0,5,1,0,13,7,0,11,14,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,085 Enterocolitis necrotizante del feto y del recién nacido,13,5,8,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,086 Todas las demás afecciones originadas en el período perinatal,27,16,11,0,1,0,0,1,1,0,9,3,0,2,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,087 Malformaciones congénitas del sistema circulatorio,116,61,55,0,0,0,0,1,3,0,12,7,0,12,10,0,0,1,0,18,17,0,6,10,0,2,2,0,2,2,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",78,48,30,0,1,1,0,2,1,0,8,1,0,14,2,0,0,1,0,11,6,0,2,4,0,0,1,0,1,4,0,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"089 Signos, síntomas y afecciones mal definidas",190,117,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,2,0,2,0,0,2,0,0,5,0,0,5,1,0,4,1,0,3,2,0,6,2,0,9,1,0,8,4,0,17,4,0,9,2,0,9,4,0,6,7,0,7,8,0,8,8,0,5,12,0,2,7,0,0,3,0,3,1,0,2024,defunciones,Cuadro11
8.0,,090 Accidentes de transporte de motor y secuelas,308,272,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,3,0,38,2,0,29,4,0,34,3,0,26,2,0,29,4,0,18,2,0,12,3,0,18,1,0,14,2,0,14,2,0,10,3,0,7,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,093 Caídas,30,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,5,0,0,1,0,0,3,0,0,2,1,0,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
8.0,,095 Ahogamiento y sumersión accidentales,31,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,5,0,0,7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,096 Otros accidentes que obstruyen la respiración,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,2,1,0,2,0,0,1,0,0,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"098 Exposición al humo, fuego y llamas",10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,81,70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,7,2,0,11,1,0,5,2,0,5,1,0,4,0,0,6,1,0,4,1,0,5,0,0,5,0,0,6,0,0,4,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,101 Agresiones (homicidios) y secuelas,983,905,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,97,9,0,194,10,0,190,12,0,142,14,0,104,4,0,57,12,0,40,2,0,28,2,1,17,5,0,16,2,0,5,1,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2024,defunciones,Cuadro11
8.0,,102 Eventos de intención no determinada y secuelas,98,66,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,3,1,0,4,2,0,7,0,0,1,1,0,3,1,0,1,3,0,4,0,0,3,1,0,5,4,0,6,1,0,3,0,0,11,1,0,6,6,1,2,2,0,2,3,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,21,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,1,1,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
8.0,,105 Otros accidentes y secuelas,70,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,4,2,0,2,3,0,4,2,0,2,7,0,2,12,0,1,6,0,2,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,11 Bogotá,TOTAL,42435,21770,20657,8,19,13,2,48,38,0,122,77,0,110,67,0,2,3,0,103,72,0,30,36,0,27,28,0,41,41,0,57,51,0,76,65,0,254,116,0,495,162,0,626,206,0,614,247,2,557,311,0,630,450,0,651,507,0,831,687,1,1158,962,0,1666,1321,0,2121,1620,0,2311,1925,0,2579,2265,0,2572,2659,1,2198,2948,0,1348,2376,1,460,1134,0,64,270,0,0,0,1,2024,defunciones,Cuadro11
11.0,,001 Enfermedades infecciosas intestinales,204,79,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,2,0,3,1,0,0,1,0,3,2,0,0,4,0,5,4,0,6,8,0,3,5,0,5,7,0,12,16,0,19,27,0,10,28,0,5,11,0,1,6,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,002 Tuberculosis y secuelas,137,97,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,6,3,0,7,0,0,4,1,0,7,1,0,4,2,0,6,2,0,12,4,0,11,4,0,8,9,0,9,2,0,8,1,0,6,5,0,2,1,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,37,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,5,1,0,1,3,0,2,0,0,5,1,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,004 Ciertas enfermedades inmunoprevenibles,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,"005 Septicemia, excepto neonatal",23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,4,1,0,0,1,0,2,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,006 Todas las demás enfermedades bacterianas,45,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,3,0,3,4,0,3,3,0,1,2,0,6,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,007 Sífilis y otras enfermedades venéreas,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,008 Hepatitis viral y secuelas,35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,1,0,0,1,4,0,6,3,0,3,2,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,009 Enfermedad por el VIH (SIDA),323,269,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,2,0,33,7,0,44,5,0,36,10,0,32,9,0,35,8,0,20,2,0,21,4,0,10,6,0,11,0,0,5,1,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,010 Todas las demás enfermedades infecciosas y parasitarias,260,155,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,2,0,0,2,0,0,1,2,0,1,0,0,2,0,0,1,2,0,2,1,0,3,2,0,7,3,0,1,2,0,3,2,0,8,5,0,16,7,0,12,12,0,21,13,0,13,14,0,19,8,0,23,11,0,14,11,0,0,5,0,1,1,0,0,0,0,2024,defunciones,Cuadro11
11.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",184,102,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,2,0,4,2,0,2,2,0,2,6,0,14,4,0,18,14,0,14,13,0,9,9,0,13,5,0,10,10,0,8,9,0,4,4,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
11.0,,012 Tumor maligno del esófago,146,101,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,3,1,0,3,2,0,13,4,0,16,3,0,17,7,0,14,9,0,19,6,0,5,5,0,5,7,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,013 Tumor maligno del estómago,1209,707,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,4,4,0,12,9,0,12,27,0,28,27,0,37,32,0,51,33,0,73,42,0,87,63,0,107,51,0,86,54,0,85,55,0,68,47,0,42,30,0,12,18,0,1,5,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
11.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",1211,582,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,4,0,7,5,0,4,12,0,15,13,0,16,22,0,31,33,0,51,52,0,71,57,0,84,82,0,83,74,0,76,92,0,67,88,0,44,57,0,17,26,0,7,9,0,1,1,0,0,0,0,2024,defunciones,Cuadro11
11.0,,015 Tumor maligno del hígado,395,206,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,5,0,3,2,0,3,2,0,7,5,0,12,12,0,29,20,0,31,28,0,27,33,0,35,21,0,35,23,0,14,21,0,3,11,0,1,5,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
11.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,318,105,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,2,0,7,7,0,8,18,0,9,13,0,14,27,0,18,32,0,16,29,0,11,33,0,8,19,0,5,18,0,4,10,0,1,3,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,017 Tumor maligno del páncreas,602,268,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,1,0,2,3,0,4,5,0,13,9,0,11,14,0,29,27,0,38,35,0,36,38,0,42,59,0,41,52,0,31,37,0,10,32,0,6,16,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,218,120,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,4,4,0,6,4,0,4,3,0,11,8,0,14,14,0,15,12,0,24,14,0,17,10,0,12,13,0,8,10,0,0,2,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,019 Tumor maligno de la laringe,52,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,5,1,0,6,1,0,8,4,0,6,3,0,5,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
11.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",823,438,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,4,3,0,7,3,0,9,8,0,19,14,0,23,24,0,42,44,0,67,49,0,94,61,0,72,56,0,56,56,0,35,41,0,6,20,0,0,2,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
