columna,"CUADRO 11 - Defunciones por grupo de edad y sexo, según departamentos de ocurrencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
73.0,,096 Otros accidentes que obstruyen la respiración,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,"098 Exposición al humo, fuego y llamas",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,106,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,15,2,0,5,1,0,7,1,0,9,2,0,7,1,0,4,3,0,2,1,0,8,1,0,7,1,0,4,1,0,3,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,101 Agresiones (homicidios) y secuelas,298,273,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,3,0,36,6,0,44,2,0,41,3,0,38,1,0,20,4,0,21,0,0,14,3,0,12,0,0,10,1,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,102 Eventos de intención no determinada y secuelas,67,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,2,0,0,2,1,0,2,1,0,3,2,0,1,1,0,1,2,0,1,0,0,5,0,0,5,1,0,8,1,0,3,3,0,4,1,0,3,1,0,1,3,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
73.0,,105 Otros accidentes y secuelas,52,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,5,2,0,2,1,0,2,2,0,2,3,0,3,1,0,0,3,0,4,4,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,76 Valle del Cauca,TOTAL,32159,17395,14760,4,7,11,0,29,22,0,58,45,0,60,43,0,2,3,0,49,42,1,21,26,0,6,13,0,23,20,0,31,34,0,58,43,0,375,102,0,684,121,0,666,155,0,629,189,0,583,209,1,531,325,1,546,340,0,657,444,0,864,645,0,1245,964,0,1520,1172,0,1807,1423,0,1768,1557,0,1826,1801,1,1717,2161,0,1099,1778,0,438,832,0,92,237,0,4,3,0,2024,defunciones,Cuadro11
76.0,,001 Enfermedades infecciosas intestinales,167,70,97,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,0,0,2,0,1,2,0,6,4,0,6,9,0,4,5,0,13,13,0,17,17,0,7,16,0,3,11,0,2,5,0,0,6,0,0,0,0,2024,defunciones,Cuadro11
76.0,,002 Tuberculosis y secuelas,230,163,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,2,0,16,8,0,11,5,0,13,2,0,20,4,0,11,3,0,11,5,0,8,2,0,10,10,0,14,5,0,12,8,0,9,2,0,8,5,0,8,3,0,1,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,83,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,1,0,4,2,0,0,3,0,0,2,0,4,2,0,0,3,0,1,4,0,0,5,0,1,4,0,0,3,0,3,2,0,4,5,0,1,5,0,4,2,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,004 Ciertas enfermedades inmunoprevenibles,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"005 Septicemia, excepto neonatal",86,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,5,0,0,2,3,0,0,3,0,2,5,0,2,4,0,3,13,0,5,10,0,6,5,0,2,3,0,0,1,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,006 Todas las demás enfermedades bacterianas,57,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,0,0,5,0,0,2,1,0,4,3,0,4,6,0,1,6,0,1,3,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,007 Sífilis y otras enfermedades venéreas,11,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,008 Hepatitis viral y secuelas,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,2,0,2,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,009 Enfermedad por el VIH (SIDA),323,225,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,3,0,19,9,0,26,14,0,39,9,0,25,20,0,25,15,0,19,11,0,19,4,0,16,5,0,13,4,0,6,2,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,010 Todas las demás enfermedades infecciosas y parasitarias,126,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,1,2,0,0,0,0,2,1,0,2,0,0,0,2,0,4,3,0,2,3,0,6,3,0,6,1,0,7,11,0,8,6,0,10,6,0,9,10,0,3,2,0,0,5,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",117,59,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,0,2,0,4,4,0,5,5,0,4,4,0,11,9,0,10,4,0,3,12,0,3,3,0,10,3,0,3,5,0,2,3,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,012 Tumor maligno del esófago,63,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,7,2,0,4,2,0,4,2,0,6,1,0,8,3,0,2,5,0,4,4,0,1,1,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,013 Tumor maligno del estómago,584,346,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,7,0,7,9,0,8,12,0,20,16,0,19,8,0,40,30,0,43,22,0,55,25,0,59,28,0,31,29,0,29,16,0,24,16,0,5,15,0,2,2,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",614,289,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,3,3,0,3,1,0,5,9,0,4,12,0,16,19,0,29,25,0,42,45,0,40,43,0,48,47,0,44,39,0,25,33,0,21,29,0,5,12,0,2,6,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,015 Tumor maligno del hígado,267,146,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,1,0,3,3,0,6,7,0,13,8,0,18,8,0,28,13,0,23,17,0,15,17,0,22,20,0,12,14,0,0,12,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,144,51,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,5,9,0,4,8,0,6,17,0,5,11,0,8,10,0,5,18,0,9,8,0,5,6,0,3,2,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,017 Tumor maligno del páncreas,309,141,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,10,3,0,8,11,0,11,13,0,14,20,0,24,25,0,29,29,0,18,24,0,10,22,0,7,13,0,5,5,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,93,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,2,0,4,1,0,1,3,0,3,9,0,11,7,0,7,7,0,6,4,0,2,4,0,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,019 Tumor maligno de la laringe,29,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0,0,4,0,0,5,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",542,318,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,4,0,2,9,0,10,3,0,18,19,0,27,26,0,60,22,0,50,37,0,56,28,0,49,34,0,26,25,0,11,9,0,4,6,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",31,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,3,0,4,1,0,2,1,0,2,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,36,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,3,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,0,0,3,0,3,1,0,1,0,0,3,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,023 Melanoma y otros tumores malignos de la piel,138,79,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,0,3,1,0,3,0,0,8,2,0,7,7,0,11,4,0,14,9,0,7,4,0,6,8,0,10,10,0,4,8,0,3,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,024 Tumor maligno de la mama de la mujer,522,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,14,0,0,30,0,0,42,0,0,45,0,0,61,0,0,74,0,0,70,0,0,35,0,0,50,0,0,30,0,0,31,0,0,21,0,0,4,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
76.0,,025 Tumor maligno del cuello del útero,222,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,13,0,0,11,0,0,16,0,0,19,0,0,24,0,0,21,0,0,25,0,0,21,0,0,24,0,0,19,0,0,10,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,026 Tumor maligno de otras partes del útero,127,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,15,0,0,31,0,0,27,0,0,16,0,0,12,0,0,7,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
76.0,,027 Tumor maligno del ovario,145,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,7,0,0,5,0,0,14,0,0,20,0,0,20,0,0,22,0,0,13,0,0,17,0,0,13,0,0,7,0,0,2,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,028 Tumor maligno de la próstata,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,30,0,0,40,0,0,75,0,0,75,0,0,79,0,0,65,0,0,40,0,0,6,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,029 Tumor maligno de la vejiga urinaria,83,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,0,3,1,0,5,1,0,6,5,0,8,4,0,8,6,0,13,2,0,7,2,0,0,2,0,0,2,0,1,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,030 Todos los demás tumores malignos de los órganos urinarios,127,80,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,5,2,0,7,3,0,4,4,0,6,5,0,12,3,0,10,7,0,17,10,0,8,4,0,8,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",185,91,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,1,1,0,1,1,0,2,0,0,1,2,0,4,2,0,5,3,0,5,9,0,5,2,0,5,3,0,13,12,0,12,7,0,10,10,0,12,15,0,7,10,0,3,7,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,63,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,2,6,0,3,8,0,5,5,0,2,5,0,3,7,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,033 Tumores malignos de sitios mal definidos y secundarios,37,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,3,2,0,1,0,0,4,3,0,1,2,0,2,2,0,2,2,0,1,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,034 Tumor maligno de sitios no especificados,139,65,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,2,2,0,3,8,0,3,3,0,6,10,0,14,12,0,12,12,0,11,10,0,6,7,0,3,5,0,3,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,035 Leucemia,246,135,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,5,0,6,3,0,4,6,0,9,2,0,4,3,0,4,4,0,5,5,0,3,8,0,6,2,0,6,7,0,7,7,0,11,9,0,19,9,0,17,7,0,12,8,0,15,9,0,5,8,0,1,5,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",313,158,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,1,0,3,2,0,0,4,0,2,5,0,2,4,0,1,3,0,7,5,0,8,5,0,14,9,0,23,16,0,22,26,0,18,24,0,22,17,0,14,16,0,10,10,0,4,6,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",306,148,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2,1,0,2,1,0,3,4,0,1,2,0,4,5,0,2,3,0,8,7,0,8,11,0,16,11,0,18,14,0,11,23,0,25,21,0,23,21,0,12,17,0,6,10,0,1,5,0,3,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,038 Todos los demás tumores malignos de otras localizaciones,149,84,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,6,0,0,5,0,0,7,2,0,2,0,0,3,1,0,3,2,0,6,3,0,5,6,0,10,7,0,9,6,0,10,13,0,6,11,0,4,6,0,4,3,0,1,2,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",101,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,3,1,0,1,4,0,1,5,0,1,7,0,3,4,0,1,2,0,0,5,0,2,1,0,3,3,0,4,2,0,5,5,0,2,1,0,6,5,0,3,11,0,2,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",80,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,3,1,0,0,1,0,1,0,0,1,1,0,2,0,0,1,0,0,1,1,0,1,2,0,2,4,0,3,1,0,4,3,0,5,2,0,3,3,0,2,2,0,4,3,0,2,4,0,1,5,0,0,4,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,041 Diabetes mellitus,1027,501,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,2,0,2,5,0,5,1,0,5,3,0,7,4,0,13,12,0,22,10,0,28,25,0,50,40,0,69,55,0,51,58,0,67,59,0,66,71,0,64,83,0,27,58,0,19,31,0,1,8,0,0,0,0,2024,defunciones,Cuadro11
76.0,,042 Deficiencias nutricionales,243,139,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,1,0,4,1,0,5,1,0,2,3,0,3,0,0,7,2,0,7,1,0,7,6,0,15,4,0,9,9,0,13,5,0,13,17,0,19,19,0,16,20,0,5,9,0,2,1,0,0,0,0,2024,defunciones,Cuadro11
76.0,,043 Todas las demás enfermedades endocrinas y nutricionales,368,163,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,3,0,6,3,0,7,9,0,11,5,0,14,14,0,18,12,0,18,13,0,20,28,0,15,30,0,22,32,0,15,29,0,6,14,0,1,8,0,0,0,0,2024,defunciones,Cuadro11
76.0,,044 Trastornos mentales y del comportamiento,334,145,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,3,0,5,3,0,9,5,0,20,15,0,21,32,0,36,46,0,28,43,0,12,30,0,3,8,0,0,0,0,2024,defunciones,Cuadro11
76.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,77,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,3,1,0,1,1,0,3,4,0,0,0,0,6,3,0,2,3,0,2,1,0,3,4,0,10,3,0,2,2,0,3,3,0,2,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
76.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,114,74,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,2,0,0,5,3,0,5,1,0,3,6,0,5,2,0,6,2,0,4,0,0,2,4,0,6,4,0,5,0,0,6,4,0,6,2,0,5,2,0,3,3,0,6,1,0,1,2,0,1,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
76.0,,047 Todas las demás enfermedades del sistema nervioso,1021,395,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,6,4,0,8,3,0,4,3,0,10,2,0,1,4,0,2,5,0,4,5,0,7,6,0,6,10,0,8,14,0,16,28,0,24,21,0,35,39,0,35,71,0,79,79,0,72,113,0,52,130,0,20,67,0,3,18,0,0,0,0,2024,defunciones,Cuadro11
