columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen
15.0,15491.0,,15491 Nobsa,TOTAL,26,13,13,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,6,2,0,4,8,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15491.0,,,Cabecera municipal,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15491.0,,,Centro poblado,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15491.0,,,Rural disperso,12,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,2,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15491.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15494.0,,15494 Nuevo Colón,TOTAL,12,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15494.0,,,Cabecera municipal,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15494.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15494.0,,,Rural disperso,8,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15494.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15500.0,,15500 Oicatá,TOTAL,8,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15500.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15500.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15500.0,,,Rural disperso,7,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15500.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15507.0,,15507 Otanche,TOTAL,22,17,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,5,1,0,2,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15507.0,,,Cabecera municipal,10,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15507.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15507.0,,,Rural disperso,12,9,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15507.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15511.0,,15511 Pachavita,TOTAL,21,9,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4,0,5,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15511.0,,,Cabecera municipal,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15511.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15511.0,,,Rural disperso,17,8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0,4,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15511.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15514.0,,15514 Páez,TOTAL,9,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15514.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15514.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15514.0,,,Rural disperso,7,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15514.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15516.0,,15516 Paipa,TOTAL,110,56,54,0,0,0,0,0,0,0,0,0,0,10,3,0,9,3,0,18,20,0,19,27,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15516.0,,,Cabecera municipal,75,37,38,0,0,0,0,0,0,0,0,0,0,3,2,0,8,1,0,10,12,0,16,22,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15516.0,,,Centro poblado,7,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15516.0,,,Rural disperso,28,15,13,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,6,7,0,2,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15516.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15518.0,,15518 Pajarito,TOTAL,5,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15518.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15518.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15518.0,,,Rural disperso,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15518.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15522.0,,15522 Panqueba,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15522.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15522.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15522.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15522.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15531.0,,15531 Pauna,TOTAL,18,13,5,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,3,2,0,5,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15531.0,,,Cabecera municipal,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15531.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15531.0,,,Rural disperso,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,4,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15531.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15533.0,,15533 Paya,TOTAL,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15533.0,,,Cabecera municipal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15533.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15533.0,,,Rural disperso,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15533.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15537.0,,15537 Paz de Río,TOTAL,10,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15537.0,,,Cabecera municipal,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15537.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15537.0,,,Rural disperso,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15537.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15542.0,,15542 Pesca,TOTAL,21,13,8,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,5,0,3,1,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
15.0,15542.0,,,Cabecera municipal,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15542.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15542.0,,,Rural disperso,14,9,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,3,0,1,0,0,0,2,0,0,0,0,2024,defunciones,Cuadro3
15.0,15542.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15550.0,,15550 Pisba,TOTAL,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15550.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15550.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15550.0,,,Rural disperso,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15550.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15572.0,,15572 Puerto Boyacá,TOTAL,202,123,79,0,1,0,0,1,0,0,1,0,0,33,8,0,19,11,0,45,31,0,22,27,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
15.0,15572.0,,,Cabecera municipal,161,95,66,0,1,0,0,1,0,0,0,0,0,20,6,0,13,8,0,39,25,0,20,25,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
15.0,15572.0,,,Centro poblado,15,10,5,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,3,2,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15572.0,,,Rural disperso,24,16,8,0,0,0,0,0,0,0,0,0,0,8,1,0,4,2,0,3,4,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15572.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15580.0,,15580 Quípama,TOTAL,12,9,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15580.0,,,Cabecera municipal,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15580.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15580.0,,,Rural disperso,7,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15580.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15599.0,,15599 Ramiriquí,TOTAL,51,24,27,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,0,13,9,0,6,13,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15599.0,,,Cabecera municipal,33,13,20,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,6,5,0,4,10,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15599.0,,,Centro poblado,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15599.0,,,Rural disperso,15,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,4,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15599.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15600.0,,15600 Ráquira,TOTAL,16,11,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,8,0,0,1,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15600.0,,,Cabecera municipal,8,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15600.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15600.0,,,Rural disperso,8,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15600.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15621.0,,15621 Rondón,TOTAL,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15621.0,,,Cabecera municipal,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15621.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15621.0,,,Rural disperso,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15621.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15632.0,,15632 Saboyá,TOTAL,27,11,16,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,7,6,0,1,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15632.0,,,Cabecera municipal,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15632.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15632.0,,,Rural disperso,23,9,14,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,5,4,0,1,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15632.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15638.0,,15638 Sáchica,TOTAL,14,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,1,5,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15638.0,,,Cabecera municipal,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15638.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15638.0,,,Rural disperso,7,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15638.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15646.0,,15646 Samacá,TOTAL,45,26,19,0,0,0,0,0,2,0,1,0,0,5,1,0,9,4,0,9,5,0,2,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15646.0,,,Cabecera municipal,21,12,9,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,5,4,0,0,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15646.0,,,Centro poblado,7,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15646.0,,,Rural disperso,17,11,6,0,0,0,0,0,2,0,1,0,0,2,0,0,3,2,0,3,1,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15646.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15660.0,,15660 San Eduardo,TOTAL,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15660.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15660.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15660.0,,,Rural disperso,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15660.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15664.0,,15664 San José de Pare,TOTAL,11,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15664.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15664.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15664.0,,,Rural disperso,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15664.0,,,Sin información,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15667.0,,15667 San Luis de Gaceno,TOTAL,28,18,10,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,6,4,0,6,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15667.0,,,Cabecera municipal,21,13,8,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,4,3,0,5,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15667.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15667.0,,,Rural disperso,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15667.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15673.0,,15673 San Mateo,TOTAL,19,14,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,4,0,4,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15673.0,,,Cabecera municipal,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15673.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15673.0,,,Rural disperso,10,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15673.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15676.0,,15676 San Miguel de Sema,TOTAL,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15676.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15676.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15676.0,,,Rural disperso,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15676.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15681.0,,15681 San Pablo de Borbur,TOTAL,29,26,3,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,9,2,0,8,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15681.0,,,Cabecera municipal,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15681.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15681.0,,,Rural disperso,22,19,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,7,2,0,5,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15681.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
15.0,15686.0,,15686 Santana,TOTAL,35,19,16,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,4,0,6,11,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
15.0,15686.0,,,Cabecera municipal,12,7,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
