columna,columna_1,"CUADRO 15 - Defunciones por grupos de edad y sexo, según departamento, municipio de ocurrencia y grupos de causas externas  (Lista de causas agrupadas 6/67 cie-10 de OPS)",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,columna_96,columna_97,año,tipo,hoja_origen
5.0,5000.0,,,"508 Exposición al humo, fuego y llamas",20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5000.0,,,509 Envenenamiento accidental por exposición a sustancias nocivas,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,7,1,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5000.0,,,"510 Otros accidentes, inclusive secuelas",303,199,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,2,0,0,0,0,7,2,0,16,0,0,13,1,0,21,1,0,13,3,0,11,3,0,11,5,0,8,3,0,18,1,0,16,7,0,14,12,0,8,12,0,13,14,0,16,19,0,3,14,0,5,4,0,0,1,0,0,0,0,2024,defunciones,Cuadro15
5.0,5000.0,,,511 Lesiones autoinfligidas intencionalmente (suicidios),508,406,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,8,0,34,14,0,57,15,0,61,10,0,41,12,0,44,9,0,31,9,0,29,8,0,18,6,0,26,2,0,18,5,0,18,2,0,9,1,0,4,0,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5000.0,,,512 Agresiones (homicidios),1762,1646,114,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,3,1,0,127,4,0,299,19,0,299,15,0,273,14,0,213,13,0,143,12,0,87,7,0,65,9,0,48,4,0,36,5,0,26,4,0,9,2,0,7,1,0,3,1,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2024,defunciones,Cuadro15
5.0,5000.0,,,513 Eventos de intención no determinada,393,287,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,2,0,3,2,0,3,2,0,4,2,0,17,1,0,35,1,0,21,1,0,14,6,0,24,4,0,13,1,0,12,3,0,14,3,0,28,4,0,28,9,0,20,6,0,15,11,0,16,11,0,6,9,0,6,17,0,5,6,1,0,1,0,0,0,0,2024,defunciones,Cuadro15
5.0,5000.0,,,514 Las demás causas externas,43,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,1,0,0,2,0,0,2,1,0,2,0,0,3,0,0,5,2,0,2,1,0,3,2,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,05001 Medellín,TOTAL,1498,1146,352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,6,2,0,4,1,0,6,3,0,53,13,0,129,25,0,145,21,0,115,19,0,106,15,0,91,20,0,55,15,0,55,12,0,71,6,0,71,16,0,75,28,0,42,34,0,42,25,0,37,28,0,26,28,0,12,26,0,4,8,0,0,2,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,501 Accidentes de transporte terrestre,395,317,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,2,0,16,4,0,39,9,0,45,7,0,27,9,0,28,3,0,20,9,0,20,4,0,14,1,0,15,3,0,17,4,0,22,1,0,13,15,0,19,2,0,9,2,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,502 Los demás accidentes de transporte y los no especificados,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,503 Caídas,174,114,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,4,0,0,2,2,0,2,0,0,10,0,0,16,1,0,13,8,0,15,8,0,10,4,0,11,8,0,9,8,0,9,8,0,4,7,0,0,3,0,0,1,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,505 Ahogamiento y sumersión accidentales,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,506 Accidentes que obstruyen la respiración,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,3,1,0,0,0,0,0,0,0,1,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,507 Exposición a la corriente eléctrica,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,"508 Exposición al humo, fuego y llamas",15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,509 Envenenamiento accidental por exposición a sustancias nocivas,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,"510 Otros accidentes, inclusive secuelas",116,55,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,5,1,0,1,2,0,1,3,0,4,3,0,0,1,0,4,0,0,5,6,0,6,7,0,2,6,0,10,5,0,9,14,0,2,8,0,2,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,511 Lesiones autoinfligidas intencionalmente (suicidios),210,165,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,7,0,28,8,0,20,7,0,20,4,0,14,6,0,12,4,0,13,3,0,4,2,0,14,1,0,6,1,0,8,0,0,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,512 Agresiones (homicidios),370,340,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0,52,5,0,61,5,0,55,4,0,43,2,0,40,3,0,14,2,0,16,3,0,16,0,0,8,1,0,8,1,0,1,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,513 Eventos de intención no determinada,146,99,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4,0,0,12,1,0,4,0,0,5,3,0,12,0,0,2,1,0,4,1,0,6,0,0,14,0,0,12,6,0,4,5,0,4,7,0,5,6,0,3,4,0,3,8,0,2,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5001.0,,,514 Las demás causas externas,23,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,2,0,1,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5002.0,,05002 Abejorral,TOTAL,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,6,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5002.0,,,501 Accidentes de transporte terrestre,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5002.0,,,506 Accidentes que obstruyen la respiración,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5002.0,,,"510 Otros accidentes, inclusive secuelas",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5002.0,,,511 Lesiones autoinfligidas intencionalmente (suicidios),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
5.0,5002.0,,,512 Agresiones (homicidios),11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro15
