,Departamento de residencia | Grupos de causas de defunción (Lista Colombia 105 para la tabulación de mortalidad),,Total,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2024,defunciones,Cuadro12
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2024,defunciones,Cuadro12
20.0,,041 Diabetes mellitus,184,66,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,2,2,0,0,0,0,3,6,0,4,6,0,7,11,0,6,15,0,8,6,0,14,9,0,7,18,0,5,15,0,6,16,0,1,10,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,042 Deficiencias nutricionales,71,37,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,0,0,2,0,3,5,0,5,6,0,4,5,0,7,6,0,3,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,043 Todas las demás enfermedades endocrinas y nutricionales,46,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,2,6,0,2,1,0,5,3,0,2,2,0,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,044 Trastornos mentales y del comportamiento,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,2,1,0,2,3,0,0,2,0,1,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,14,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,047 Todas las demás enfermedades del sistema nervioso,131,60,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,6,2,0,1,6,0,7,5,0,7,6,0,9,12,0,10,11,0,6,10,0,2,6,0,0,2,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,050 Enfermedades hipertensivas,209,113,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,1,1,0,1,1,0,8,3,0,9,9,0,6,6,0,14,9,0,10,12,0,18,14,0,22,12,0,12,20,0,2,4,0,4,4,0,0,0,0,2024,defunciones,Cuadro12
20.0,,051 Enfermedades isquémicas del corazón,850,482,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,3,1,0,7,6,0,11,3,0,17,6,0,29,15,0,35,21,0,41,35,0,57,45,0,73,55,0,62,54,0,64,73,0,59,26,0,16,22,0,3,4,0,0,0,0,2024,defunciones,Cuadro12
20.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro12
20.0,,053 Todas las demás formas de enfermedad del corazón,113,71,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,2,0,0,1,0,0,4,2,0,4,3,0,1,2,0,6,2,0,1,6,0,10,4,0,11,5,0,15,6,0,6,3,0,3,3,0,3,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,054 Insuficiencia cardíaca,33,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,3,0,4,1,0,1,1,0,4,6,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,055 Enfermedades cerebrovasculares,348,166,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,1,0,3,4,0,3,1,0,9,7,0,7,6,0,14,11,0,13,12,0,9,13,0,23,22,0,28,17,0,24,34,0,16,19,0,9,24,0,1,8,0,1,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,056 Aterosclerosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,057 Aneurisma aórtico,27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,4,1,0,1,4,0,3,1,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,38,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,2,0,0,5,0,2,2,0,1,1,0,7,1,0,2,2,0,1,3,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,059 Neumonía,257,136,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,2,1,0,2,0,0,2,0,0,1,1,0,1,0,0,3,5,0,5,1,0,2,4,0,8,7,0,11,8,0,7,5,0,23,13,0,12,10,0,13,17,0,20,24,0,12,12,0,7,7,0,1,1,0,0,0,0,2024,defunciones,Cuadro12
20.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,377,204,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,1,0,10,3,0,19,8,0,34,18,0,31,24,0,33,31,0,25,31,0,32,38,0,8,14,0,3,4,0,0,0,0,2024,defunciones,Cuadro12
20.0,,061 Enfermedades del pulmón debidas a agentes externos,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,062 Todas las demás enfermedades del sistema respiratorio,103,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,3,0,2,3,0,6,0,0,9,4,0,7,4,0,8,9,0,7,10,0,3,6,0,4,2,0,1,2,0,0,0,0,2024,defunciones,Cuadro12
20.0,,063 Úlcera,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,2,1,0,2,0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",57,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,2,2,0,4,1,0,3,5,0,4,4,0,4,1,0,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,066 Enfermedades del hígado,78,45,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,8,4,0,2,2,0,9,2,0,4,5,0,7,5,0,5,4,0,1,5,0,2,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",44,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,1,1,0,2,1,0,1,2,0,1,2,0,2,2,0,1,5,0,2,3,0,2,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,4,0,2,0,0,0,0,0,1,2,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,35,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,2,0,1,0,0,2,0,0,5,2,0,1,0,0,4,4,0,0,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,070 Hemorragia gastrointestinal,33,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,3,3,0,6,3,0,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,071 Enfermedades de la piel y del tejido subcutáneo,53,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,1,0,2,0,0,1,0,0,1,2,0,2,1,0,4,2,0,5,4,0,4,4,0,3,3,0,1,1,0,1,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,41,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,2,3,0,0,2,0,1,1,0,0,1,0,1,2,0,1,1,0,1,0,0,1,1,0,3,2,0,1,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,073 Enfermedades glomerulares y tubulointersticiales,26,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,0,2,3,0,2,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,074 Insuficiencia renal,91,60,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,3,0,1,1,0,3,0,0,5,4,0,6,3,0,8,4,0,12,3,0,11,7,0,4,1,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,075 Todas las demás enfermedades del sistema urinario,75,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,0,1,6,0,2,3,0,3,3,0,10,7,0,9,6,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,076 Hiperplasia de la próstata,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,6,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,077 Trastornos de los órganos genitales,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"078 Embarazo, parto y puerperio",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,9,6,3,0,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",5,2,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,082 Trastornos respiratorios específicos del período perinatal,33,19,14,0,1,0,0,1,3,0,9,2,0,3,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,5,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,084 Infecciones específicas del período perinatal,24,11,13,0,0,0,0,2,2,0,6,5,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,085 Enterocolitis necrotizante del feto y del recién nacido,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,086 Todas las demás afecciones originadas en el período perinatal,11,8,3,0,1,0,0,1,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,087 Malformaciones congénitas del sistema circulatorio,26,13,12,1,0,0,0,0,1,1,2,1,0,3,0,0,0,1,0,3,4,0,1,2,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",34,22,12,0,1,2,0,2,1,0,4,1,0,1,0,0,1,0,0,3,1,0,2,1,0,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,"089 Signos, síntomas y afecciones mal definidas",89,66,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,0,0,5,0,0,1,2,0,5,0,0,6,0,0,5,3,0,4,1,0,4,2,0,10,1,0,2,2,0,7,1,0,3,1,0,2,2,0,1,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,090 Accidentes de transporte de motor y secuelas,264,219,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,24,7,0,33,4,0,25,6,0,20,10,0,15,1,0,19,2,0,17,0,0,15,5,0,11,1,0,11,1,0,8,2,0,10,1,0,3,0,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,091 Otros accidentes de transporte terrestre,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,093 Caídas,32,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,2,0,3,2,0,4,4,0,1,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro12
20.0,,094 Accidentes por disparo de arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,095 Ahogamiento y sumersión accidentales,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
20.0,,096 Otros accidentes que obstruyen la respiración,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro12
