columna,"CUADRO 2 - Defunciones por persona que certifica la defunción, según departamento, área y sitio donde ocurrió la defunción",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,año,tipo,hoja_origen
3.0,,,Hospital/clínica,2,0,0,0,0,0,2,2023,defunciones,Cuadro2
3.0,,,Centro/puesto de salud,5,0,0,5,0,0,0,2023,defunciones,Cuadro2
3.0,,,Casa/domicilio,25,0,0,25,0,0,0,2023,defunciones,Cuadro2
3.0,,,Lugar de trabajo,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
3.0,,,Vía pública,77,0,0,77,0,0,0,2023,defunciones,Cuadro2
3.0,,,Otro sitio,45,0,0,45,0,0,0,2023,defunciones,Cuadro2
3.0,,,Sin información,2188,0,0,83,0,0,2105,2023,defunciones,Cuadro2
5.0,05 Antioquia,Total,Total,37926,8764,23647,5258,48,0,209,2023,defunciones,Cuadro2
5.0,,,Hospital/clínica,21699,7503,12798,1384,9,0,5,2023,defunciones,Cuadro2
5.0,,,Centro/puesto de salud,91,16,37,38,0,0,0,2023,defunciones,Cuadro2
5.0,,,Casa/domicilio,12542,1204,10244,1047,37,0,10,2023,defunciones,Cuadro2
5.0,,,Lugar de trabajo,127,0,33,94,0,0,0,2023,defunciones,Cuadro2
5.0,,,Vía pública,1693,18,227,1440,1,0,7,2023,defunciones,Cuadro2
5.0,,,Otro sitio,1342,23,271,1040,1,0,7,2023,defunciones,Cuadro2
5.0,,,Sin información,432,0,37,215,0,0,180,2023,defunciones,Cuadro2
5.0,,Cabecera municipal,Total,33154,8452,20988,3658,38,0,18,2023,defunciones,Cuadro2
5.0,,,Hospital/clínica,20890,7331,12169,1379,9,0,2,2023,defunciones,Cuadro2
5.0,,,Centro/puesto de salud,67,10,29,28,0,0,0,2023,defunciones,Cuadro2
5.0,,,Casa/domicilio,10396,1084,8466,812,27,0,7,2023,defunciones,Cuadro2
5.0,,,Lugar de trabajo,46,0,11,35,0,0,0,2023,defunciones,Cuadro2
5.0,,,Vía pública,936,10,112,808,1,0,5,2023,defunciones,Cuadro2
5.0,,,Otro sitio,733,17,187,524,1,0,4,2023,defunciones,Cuadro2
5.0,,,Sin información,86,0,14,72,0,0,0,2023,defunciones,Cuadro2
5.0,,Centro poblado,Total,899,39,575,281,2,0,2,2023,defunciones,Cuadro2
5.0,,,Hospital/clínica,123,16,106,1,0,0,0,2023,defunciones,Cuadro2
5.0,,,Centro/puesto de salud,15,5,5,5,0,0,0,2023,defunciones,Cuadro2
5.0,,,Casa/domicilio,520,18,439,60,2,0,1,2023,defunciones,Cuadro2
5.0,,,Lugar de trabajo,7,0,2,5,0,0,0,2023,defunciones,Cuadro2
5.0,,,Vía pública,125,0,12,112,0,0,1,2023,defunciones,Cuadro2
5.0,,,Otro sitio,97,0,9,88,0,0,0,2023,defunciones,Cuadro2
5.0,,,Sin información,12,0,2,10,0,0,0,2023,defunciones,Cuadro2
5.0,,Rural disperso,Total,3582,273,2084,1207,8,0,10,2023,defunciones,Cuadro2
5.0,,,Hospital/clínica,686,156,523,4,0,0,3,2023,defunciones,Cuadro2
5.0,,,Centro/puesto de salud,7,1,3,3,0,0,0,2023,defunciones,Cuadro2
5.0,,,Casa/domicilio,1620,102,1339,169,8,0,2,2023,defunciones,Cuadro2
5.0,,,Lugar de trabajo,73,0,20,53,0,0,0,2023,defunciones,Cuadro2
5.0,,,Vía pública,613,8,103,501,0,0,1,2023,defunciones,Cuadro2
5.0,,,Otro sitio,495,6,75,411,0,0,3,2023,defunciones,Cuadro2
5.0,,,Sin información,88,0,21,66,0,0,1,2023,defunciones,Cuadro2
5.0,,Sin información,Total,291,0,0,112,0,0,179,2023,defunciones,Cuadro2
5.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
5.0,,,Centro/puesto de salud,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
5.0,,,Casa/domicilio,6,0,0,6,0,0,0,2023,defunciones,Cuadro2
5.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
5.0,,,Vía pública,19,0,0,19,0,0,0,2023,defunciones,Cuadro2
5.0,,,Otro sitio,17,0,0,17,0,0,0,2023,defunciones,Cuadro2
5.0,,,Sin información,246,0,0,67,0,0,179,2023,defunciones,Cuadro2
8.0,08 Atlántico,Total,Total,15822,5338,8988,1474,2,0,20,2023,defunciones,Cuadro2
8.0,,,Hospital/clínica,11771,5066,6290,414,1,0,0,2023,defunciones,Cuadro2
8.0,,,Centro/puesto de salud,54,7,24,23,0,0,0,2023,defunciones,Cuadro2
8.0,,,Casa/domicilio,3000,261,2604,134,1,0,0,2023,defunciones,Cuadro2
8.0,,,Lugar de trabajo,20,0,6,14,0,0,0,2023,defunciones,Cuadro2
8.0,,,Vía pública,377,1,32,344,0,0,0,2023,defunciones,Cuadro2
8.0,,,Otro sitio,552,3,32,517,0,0,0,2023,defunciones,Cuadro2
8.0,,,Sin información,48,0,0,28,0,0,20,2023,defunciones,Cuadro2
8.0,,Cabecera municipal,Total,15603,5327,8848,1426,2,0,0,2023,defunciones,Cuadro2
8.0,,,Hospital/clínica,11750,5063,6272,414,1,0,0,2023,defunciones,Cuadro2
8.0,,,Centro/puesto de salud,52,7,24,21,0,0,0,2023,defunciones,Cuadro2
8.0,,,Casa/domicilio,2870,253,2486,130,1,0,0,2023,defunciones,Cuadro2
8.0,,,Lugar de trabajo,20,0,6,14,0,0,0,2023,defunciones,Cuadro2
8.0,,,Vía pública,359,1,31,327,0,0,0,2023,defunciones,Cuadro2
8.0,,,Otro sitio,525,3,29,493,0,0,0,2023,defunciones,Cuadro2
8.0,,,Sin información,27,0,0,27,0,0,0,2023,defunciones,Cuadro2
8.0,,Centro poblado,Total,138,7,115,16,0,0,0,2023,defunciones,Cuadro2
8.0,,,Hospital/clínica,20,3,17,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
8.0,,,Casa/domicilio,104,4,98,2,0,0,0,2023,defunciones,Cuadro2
8.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Vía pública,5,0,0,5,0,0,0,2023,defunciones,Cuadro2
8.0,,,Otro sitio,8,0,0,8,0,0,0,2023,defunciones,Cuadro2
8.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,Rural disperso,Total,60,4,25,31,0,0,0,2023,defunciones,Cuadro2
8.0,,,Hospital/clínica,1,0,1,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
8.0,,,Casa/domicilio,26,4,20,2,0,0,0,2023,defunciones,Cuadro2
8.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Vía pública,13,0,1,12,0,0,0,2023,defunciones,Cuadro2
8.0,,,Otro sitio,19,0,3,16,0,0,0,2023,defunciones,Cuadro2
8.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,Sin información,Total,21,0,0,1,0,0,20,2023,defunciones,Cuadro2
8.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
8.0,,,Sin información,21,0,0,1,0,0,20,2023,defunciones,Cuadro2
11.0,11 Bogotá,Total,Total,40442,14045,21682,4678,0,0,37,2023,defunciones,Cuadro2
11.0,,,Hospital/clínica,28333,12168,13676,2483,0,0,6,2023,defunciones,Cuadro2
11.0,,,Centro/puesto de salud,30,1,8,21,0,0,0,2023,defunciones,Cuadro2
11.0,,,Casa/domicilio,10592,1715,7863,1013,0,0,1,2023,defunciones,Cuadro2
11.0,,,Lugar de trabajo,33,0,0,33,0,0,0,2023,defunciones,Cuadro2
11.0,,,Vía pública,832,1,61,770,0,0,0,2023,defunciones,Cuadro2
11.0,,,Otro sitio,579,160,73,346,0,0,0,2023,defunciones,Cuadro2
11.0,,,Sin información,43,0,1,12,0,0,30,2023,defunciones,Cuadro2
11.0,,Cabecera municipal,Total,40393,14039,21678,4669,0,0,7,2023,defunciones,Cuadro2
11.0,,,Hospital/clínica,28332,12167,13676,2483,0,0,6,2023,defunciones,Cuadro2
11.0,,,Centro/puesto de salud,30,1,8,21,0,0,0,2023,defunciones,Cuadro2
11.0,,,Casa/domicilio,10582,1711,7859,1011,0,0,1,2023,defunciones,Cuadro2
11.0,,,Lugar de trabajo,33,0,0,33,0,0,0,2023,defunciones,Cuadro2
11.0,,,Vía pública,831,1,61,769,0,0,0,2023,defunciones,Cuadro2
11.0,,,Otro sitio,572,159,73,340,0,0,0,2023,defunciones,Cuadro2
11.0,,,Sin información,13,0,1,12,0,0,0,2023,defunciones,Cuadro2
11.0,,Centro poblado,Total,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
11.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Vía pública,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
11.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,Rural disperso,Total,18,6,4,8,0,0,0,2023,defunciones,Cuadro2
11.0,,,Hospital/clínica,1,1,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Casa/domicilio,10,4,4,2,0,0,0,2023,defunciones,Cuadro2
11.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Otro sitio,7,1,0,6,0,0,0,2023,defunciones,Cuadro2
11.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,Sin información,Total,30,0,0,0,0,0,30,2023,defunciones,Cuadro2
11.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
11.0,,,Sin información,30,0,0,0,0,0,30,2023,defunciones,Cuadro2
13.0,13 Bolívar,Total,Total,10628,3431,5612,1326,19,0,240,2023,defunciones,Cuadro2
13.0,,,Hospital/clínica,7190,3170,3634,380,5,0,1,2023,defunciones,Cuadro2
13.0,,,Centro/puesto de salud,127,15,57,54,1,0,0,2023,defunciones,Cuadro2
13.0,,,Casa/domicilio,2198,220,1838,127,13,0,0,2023,defunciones,Cuadro2
13.0,,,Lugar de trabajo,43,0,12,31,0,0,0,2023,defunciones,Cuadro2
13.0,,,Vía pública,527,1,34,492,0,0,0,2023,defunciones,Cuadro2
13.0,,,Otro sitio,284,25,33,223,0,0,3,2023,defunciones,Cuadro2
13.0,,,Sin información,259,0,4,19,0,0,236,2023,defunciones,Cuadro2
13.0,,Cabecera municipal,Total,9632,3370,5180,1073,6,0,3,2023,defunciones,Cuadro2
13.0,,,Hospital/clínica,7121,3156,3580,380,4,0,1,2023,defunciones,Cuadro2
13.0,,,Centro/puesto de salud,104,9,44,51,0,0,0,2023,defunciones,Cuadro2
13.0,,,Casa/domicilio,1797,180,1504,111,2,0,0,2023,defunciones,Cuadro2
13.0,,,Lugar de trabajo,28,0,8,20,0,0,0,2023,defunciones,Cuadro2
13.0,,,Vía pública,387,1,24,362,0,0,0,2023,defunciones,Cuadro2
13.0,,,Otro sitio,181,24,17,139,0,0,1,2023,defunciones,Cuadro2
13.0,,,Sin información,14,0,3,10,0,0,1,2023,defunciones,Cuadro2
13.0,,Centro poblado,Total,474,52,332,77,13,0,0,2023,defunciones,Cuadro2
13.0,,,Hospital/clínica,68,14,53,0,1,0,0,2023,defunciones,Cuadro2
13.0,,,Centro/puesto de salud,17,4,10,2,1,0,0,2023,defunciones,Cuadro2
13.0,,,Casa/domicilio,312,34,259,8,11,0,0,2023,defunciones,Cuadro2
13.0,,,Lugar de trabajo,2,0,2,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Vía pública,43,0,2,41,0,0,0,2023,defunciones,Cuadro2
13.0,,,Otro sitio,32,0,6,26,0,0,0,2023,defunciones,Cuadro2
13.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,Rural disperso,Total,285,9,100,174,0,0,2,2023,defunciones,Cuadro2
13.0,,,Hospital/clínica,1,0,1,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Centro/puesto de salud,6,2,3,1,0,0,0,2023,defunciones,Cuadro2
13.0,,,Casa/domicilio,89,6,75,8,0,0,0,2023,defunciones,Cuadro2
13.0,,,Lugar de trabajo,13,0,2,11,0,0,0,2023,defunciones,Cuadro2
13.0,,,Vía pública,97,0,8,89,0,0,0,2023,defunciones,Cuadro2
13.0,,,Otro sitio,71,1,10,58,0,0,2,2023,defunciones,Cuadro2
13.0,,,Sin información,8,0,1,7,0,0,0,2023,defunciones,Cuadro2
13.0,,Sin información,Total,237,0,0,2,0,0,235,2023,defunciones,Cuadro2
13.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
13.0,,,Sin información,237,0,0,2,0,0,235,2023,defunciones,Cuadro2
15.0,15 Boyacá,Total,Total,6887,2152,4022,700,7,0,6,2023,defunciones,Cuadro2
15.0,,,Hospital/clínica,3819,1643,1972,203,0,0,1,2023,defunciones,Cuadro2
15.0,,,Centro/puesto de salud,55,20,20,15,0,0,0,2023,defunciones,Cuadro2
15.0,,,Casa/domicilio,2512,461,1925,118,7,0,1,2023,defunciones,Cuadro2
15.0,,,Lugar de trabajo,47,0,5,42,0,0,0,2023,defunciones,Cuadro2
15.0,,,Vía pública,229,4,31,194,0,0,0,2023,defunciones,Cuadro2
15.0,,,Otro sitio,217,24,68,124,0,0,1,2023,defunciones,Cuadro2
15.0,,,Sin información,8,0,1,4,0,0,3,2023,defunciones,Cuadro2
15.0,,Cabecera municipal,Total,5288,1903,3046,338,1,0,0,2023,defunciones,Cuadro2
15.0,,,Hospital/clínica,3813,1642,1968,203,0,0,0,2023,defunciones,Cuadro2
15.0,,,Centro/puesto de salud,43,20,18,5,0,0,0,2023,defunciones,Cuadro2
15.0,,,Casa/domicilio,1282,223,1008,50,1,0,0,2023,defunciones,Cuadro2
15.0,,,Lugar de trabajo,7,0,1,6,0,0,0,2023,defunciones,Cuadro2
15.0,,,Vía pública,67,1,13,53,0,0,0,2023,defunciones,Cuadro2
15.0,,,Otro sitio,75,17,38,20,0,0,0,2023,defunciones,Cuadro2
15.0,,,Sin información,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
15.0,,Centro poblado,Total,68,10,41,16,1,0,0,2023,defunciones,Cuadro2
15.0,,,Hospital/clínica,5,1,4,0,0,0,0,2023,defunciones,Cuadro2
15.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
15.0,,,Casa/domicilio,52,9,36,6,1,0,0,2023,defunciones,Cuadro2
15.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
15.0,,,Vía pública,4,0,0,4,0,0,0,2023,defunciones,Cuadro2
15.0,,,Otro sitio,5,0,1,4,0,0,0,2023,defunciones,Cuadro2
15.0,,,Sin información,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
15.0,,Rural disperso,Total,1524,239,935,342,5,0,3,2023,defunciones,Cuadro2
15.0,,,Hospital/clínica,1,0,0,0,0,0,1,2023,defunciones,Cuadro2
15.0,,,Centro/puesto de salud,11,0,2,9,0,0,0,2023,defunciones,Cuadro2
15.0,,,Casa/domicilio,1177,229,881,61,5,0,1,2023,defunciones,Cuadro2
15.0,,,Lugar de trabajo,40,0,4,36,0,0,0,2023,defunciones,Cuadro2
15.0,,,Vía pública,157,3,18,136,0,0,0,2023,defunciones,Cuadro2
15.0,,,Otro sitio,136,7,29,99,0,0,1,2023,defunciones,Cuadro2
15.0,,,Sin información,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
15.0,,Sin información,Total,7,0,0,4,0,0,3,2023,defunciones,Cuadro2
15.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
15.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
15.0,,,Casa/domicilio,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
15.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
15.0,,,Vía pública,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
15.0,,,Otro sitio,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
15.0,,,Sin información,4,0,0,1,0,0,3,2023,defunciones,Cuadro2
17.0,17 Caldas,Total,Total,6548,2889,3013,641,2,0,3,2023,defunciones,Cuadro2
17.0,,,Hospital/clínica,4052,2462,1342,246,0,0,2,2023,defunciones,Cuadro2
17.0,,,Centro/puesto de salud,27,7,8,12,0,0,0,2023,defunciones,Cuadro2
17.0,,,Casa/domicilio,2125,412,1578,133,2,0,0,2023,defunciones,Cuadro2
17.0,,,Lugar de trabajo,22,0,4,18,0,0,0,2023,defunciones,Cuadro2
17.0,,,Vía pública,181,3,40,138,0,0,0,2023,defunciones,Cuadro2
17.0,,,Otro sitio,134,5,40,89,0,0,0,2023,defunciones,Cuadro2
17.0,,,Sin información,7,0,1,5,0,0,1,2023,defunciones,Cuadro2
17.0,,Cabecera municipal,Total,5824,2837,2534,450,2,0,1,2023,defunciones,Cuadro2
17.0,,,Hospital/clínica,4010,2446,1317,246,0,0,1,2023,defunciones,Cuadro2
17.0,,,Centro/puesto de salud,13,2,1,10,0,0,0,2023,defunciones,Cuadro2
17.0,,,Casa/domicilio,1637,383,1156,96,2,0,0,2023,defunciones,Cuadro2
17.0,,,Lugar de trabajo,7,0,2,5,0,0,0,2023,defunciones,Cuadro2
17.0,,,Vía pública,97,2,26,69,0,0,0,2023,defunciones,Cuadro2
17.0,,,Otro sitio,59,4,32,23,0,0,0,2023,defunciones,Cuadro2
17.0,,,Sin información,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
17.0,,Centro poblado,Total,182,32,129,21,0,0,0,2023,defunciones,Cuadro2
17.0,,,Hospital/clínica,41,16,25,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Centro/puesto de salud,11,5,6,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Casa/domicilio,110,10,94,6,0,0,0,2023,defunciones,Cuadro2
17.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Vía pública,10,1,2,7,0,0,0,2023,defunciones,Cuadro2
17.0,,,Otro sitio,10,0,2,8,0,0,0,2023,defunciones,Cuadro2
17.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
17.0,,Rural disperso,Total,539,20,350,168,0,0,1,2023,defunciones,Cuadro2
17.0,,,Hospital/clínica,1,0,0,0,0,0,1,2023,defunciones,Cuadro2
17.0,,,Centro/puesto de salud,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
17.0,,,Casa/domicilio,378,19,328,31,0,0,0,2023,defunciones,Cuadro2
17.0,,,Lugar de trabajo,15,0,2,13,0,0,0,2023,defunciones,Cuadro2
17.0,,,Vía pública,74,0,12,62,0,0,0,2023,defunciones,Cuadro2
17.0,,,Otro sitio,64,1,6,57,0,0,0,2023,defunciones,Cuadro2
17.0,,,Sin información,5,0,1,4,0,0,0,2023,defunciones,Cuadro2
17.0,,Sin información,Total,3,0,0,2,0,0,1,2023,defunciones,Cuadro2
17.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
17.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
17.0,,,Otro sitio,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
17.0,,,Sin información,1,0,0,0,0,0,1,2023,defunciones,Cuadro2
18.0,18 Caquetá,Total,Total,1767,571,809,370,0,1,16,2023,defunciones,Cuadro2
18.0,,,Hospital/clínica,995,490,417,88,0,0,0,2023,defunciones,Cuadro2
18.0,,,Centro/puesto de salud,9,2,1,6,0,0,0,2023,defunciones,Cuadro2
18.0,,,Casa/domicilio,512,73,367,69,0,1,2,2023,defunciones,Cuadro2
18.0,,,Lugar de trabajo,10,0,1,9,0,0,0,2023,defunciones,Cuadro2
18.0,,,Vía pública,97,2,5,89,0,0,1,2023,defunciones,Cuadro2
18.0,,,Otro sitio,124,4,15,105,0,0,0,2023,defunciones,Cuadro2
18.0,,,Sin información,20,0,3,4,0,0,13,2023,defunciones,Cuadro2
18.0,,Cabecera municipal,Total,1467,557,700,210,0,0,0,2023,defunciones,Cuadro2
18.0,,,Hospital/clínica,991,489,414,88,0,0,0,2023,defunciones,Cuadro2
18.0,,,Centro/puesto de salud,4,1,1,2,0,0,0,2023,defunciones,Cuadro2
18.0,,,Casa/domicilio,378,64,269,45,0,0,0,2023,defunciones,Cuadro2
18.0,,,Lugar de trabajo,4,0,1,3,0,0,0,2023,defunciones,Cuadro2
18.0,,,Vía pública,46,1,1,44,0,0,0,2023,defunciones,Cuadro2
18.0,,,Otro sitio,44,2,14,28,0,0,0,2023,defunciones,Cuadro2
18.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,Centro poblado,Total,41,5,25,10,0,1,0,2023,defunciones,Cuadro2
18.0,,,Hospital/clínica,4,1,3,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Centro/puesto de salud,2,1,0,1,0,0,0,2023,defunciones,Cuadro2
18.0,,,Casa/domicilio,30,3,22,4,0,1,0,2023,defunciones,Cuadro2
18.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Vía pública,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
18.0,,,Otro sitio,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
18.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,Rural disperso,Total,246,9,84,150,0,0,3,2023,defunciones,Cuadro2
18.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Centro/puesto de salud,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
18.0,,,Casa/domicilio,104,6,76,20,0,0,2,2023,defunciones,Cuadro2
18.0,,,Lugar de trabajo,6,0,0,6,0,0,0,2023,defunciones,Cuadro2
