columna,"CUADRO 7 - Defunciones maternas, por grupos de edad, según departamento de residencia y grupos de causas de defunción  (Lista de causas agrupadas 6/67 CIE-10 de OPS)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,año,tipo,hoja_origen
23.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
23.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
23.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
23.0,,Complicaciones del trabajo del parto y del parto (O60-O75),3,0,0,1,1,1,0,0,0,0,0,2023,defunciones,Cuadro7
23.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
23.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),10,0,4,3,1,0,1,1,0,0,0,2023,defunciones,Cuadro7
25.0,25 Cundinamarca,TOTAL,15,0,2,0,2,6,4,1,0,0,0,2023,defunciones,Cuadro7
25.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
25.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
25.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
25.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
25.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
25.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),2,0,0,0,0,0,1,1,0,0,0,2023,defunciones,Cuadro7
25.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),10,0,1,0,2,4,3,0,0,0,0,2023,defunciones,Cuadro7
27.0,27 Chocó,TOTAL,17,0,2,4,2,2,5,2,0,0,0,2023,defunciones,Cuadro7
27.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
27.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",3,0,1,0,1,0,1,0,0,0,0,2023,defunciones,Cuadro7
27.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
27.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
27.0,,Complicaciones del trabajo del parto y del parto (O60-O75),3,0,0,1,0,0,1,1,0,0,0,2023,defunciones,Cuadro7
27.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
27.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),10,0,1,3,1,2,2,1,0,0,0,2023,defunciones,Cuadro7
41.0,41 Huila,TOTAL,8,0,0,1,1,4,1,1,0,0,0,2023,defunciones,Cuadro7
41.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
41.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
41.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
41.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
41.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
41.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
41.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),4,0,0,0,1,2,0,1,0,0,0,2023,defunciones,Cuadro7
44.0,44 La Guajira,TOTAL,33,2,7,7,6,6,4,0,1,0,0,2023,defunciones,Cuadro7
44.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
44.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",4,1,1,0,2,0,0,0,0,0,0,2023,defunciones,Cuadro7
44.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
44.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),2,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
44.0,,Complicaciones del trabajo del parto y del parto (O60-O75),3,0,1,1,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
44.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),4,0,2,0,0,0,2,0,0,0,0,2023,defunciones,Cuadro7
44.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),20,1,3,5,3,6,1,0,1,0,0,2023,defunciones,Cuadro7
47.0,47 Magdalena,TOTAL,27,2,7,5,5,4,3,1,0,0,0,2023,defunciones,Cuadro7
47.0,,Embarazo terminado en aborto (O00-O08),1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
47.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",4,1,2,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
47.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
47.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
47.0,,Complicaciones del trabajo del parto y del parto (O60-O75),4,0,2,0,1,1,0,0,0,0,0,2023,defunciones,Cuadro7
47.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
47.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),16,1,3,3,4,3,1,1,0,0,0,2023,defunciones,Cuadro7
50.0,50 Meta,TOTAL,9,0,0,2,2,2,2,1,0,0,0,2023,defunciones,Cuadro7
50.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
50.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
50.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
50.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
50.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
50.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),3,0,0,1,1,1,0,0,0,0,0,2023,defunciones,Cuadro7
50.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),4,0,0,0,1,0,2,1,0,0,0,2023,defunciones,Cuadro7
52.0,52 Nariño,TOTAL,16,0,3,2,2,6,2,1,0,0,0,2023,defunciones,Cuadro7
52.0,,Embarazo terminado en aborto (O00-O08),2,0,0,0,0,1,0,1,0,0,0,2023,defunciones,Cuadro7
52.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
52.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),2,0,0,1,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
52.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
52.0,,Complicaciones del trabajo del parto y del parto (O60-O75),2,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
52.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
52.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),9,0,3,0,2,3,1,0,0,0,0,2023,defunciones,Cuadro7
54.0,54 Norte de Santander,TOTAL,14,1,0,4,3,3,1,2,0,0,0,2023,defunciones,Cuadro7
54.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
54.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
54.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
54.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
54.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
54.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
54.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),14,1,0,4,3,3,1,2,0,0,0,2023,defunciones,Cuadro7
63.0,63 Quindío,TOTAL,3,0,0,0,3,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
63.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
66.0,66 Risaralda,TOTAL,4,0,1,2,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
66.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
66.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
66.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
66.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
66.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro7
66.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
66.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),3,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,68 Santander,TOTAL,10,0,2,0,2,4,1,0,1,0,0,2023,defunciones,Cuadro7
68.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),1,0,0,0,1,0,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),2,0,1,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
68.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),7,0,1,0,1,3,1,0,1,0,0,2023,defunciones,Cuadro7
70.0,70 Sucre,TOTAL,12,1,0,3,2,2,2,2,0,0,0,2023,defunciones,Cuadro7
70.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
70.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro7
70.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
70.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),2,0,0,0,1,0,0,1,0,0,0,2023,defunciones,Cuadro7
70.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,0,0,1,0,0,0,2023,defunciones,Cuadro7
70.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
70.0,,Otras afecciones obstetricas no clasificadas en otra parte (O95-O99),8,1,0,3,1,1,2,0,0,0,0,2023,defunciones,Cuadro7
73.0,73 Tolima,TOTAL,11,0,1,5,2,0,2,1,0,0,0,2023,defunciones,Cuadro7
73.0,,Embarazo terminado en aborto (O00-O08),1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
73.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",2,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
73.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
73.0,,Atencion materna relacionada con el feto y la cavidad amniotica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro7
