columna,"CUADRO 11 - Defunciones por grupo de edad y sexo, según departamentos de ocurrencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
13.0,,006 Todas las demás enfermedades bacterianas,33,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4,2,0,2,1,0,2,1,0,1,2,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,007 Sífilis y otras enfermedades venéreas,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,008 Hepatitis viral y secuelas,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,009 Enfermedad por el VIH (SIDA),100,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,11,2,0,7,6,0,11,5,0,7,7,0,4,5,0,4,3,0,4,2,0,4,2,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,010 Todas las demás enfermedades infecciosas y parasitarias,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,2,3,0,0,0,0,1,2,0,0,2,0,4,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,0,4,1,0,5,0,0,0,0,0,1,3,0,0,2,0,1,2,0,1,0,0,2,2,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
13.0,,012 Tumor maligno del esófago,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,013 Tumor maligno del estómago,124,75,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,2,5,0,2,4,0,3,3,0,6,3,0,12,6,0,16,6,0,10,3,0,9,4,0,7,7,0,2,4,0,2,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",140,79,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,2,0,0,5,2,0,4,2,0,4,10,0,8,5,0,13,7,0,9,7,0,14,3,0,4,13,0,7,6,0,2,4,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,015 Tumor maligno del hígado,47,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,2,3,0,4,4,0,4,6,0,4,2,0,3,4,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,41,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0,1,2,0,0,1,0,4,6,0,3,2,0,2,6,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,017 Tumor maligno del páncreas,64,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,2,0,1,1,0,7,0,0,7,3,0,5,7,0,6,1,0,3,3,0,5,1,0,1,2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,019 Tumor maligno de la laringe,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,2,0,0,4,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",193,114,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,1,0,3,7,0,15,9,0,16,12,0,18,12,0,19,12,0,22,9,0,7,10,0,4,4,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,023 Melanoma y otros tumores malignos de la piel,34,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,2,0,0,2,3,0,2,2,0,1,0,0,3,2,0,4,2,0,0,3,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,024 Tumor maligno de la mama de la mujer,173,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,9,0,0,11,0,0,18,0,0,21,0,0,19,0,0,19,0,0,21,0,0,17,0,0,15,0,0,8,0,0,1,0,0,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,025 Tumor maligno del cuello del útero,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,10,0,0,5,0,0,8,0,0,6,0,0,10,0,0,6,0,0,8,0,0,6,0,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,026 Tumor maligno de otras partes del útero,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,0,0,6,0,0,2,0,0,5,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,027 Tumor maligno del ovario,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,4,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,028 Tumor maligno de la próstata,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,10,0,0,17,0,0,31,0,0,35,0,0,38,0,0,29,0,0,11,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,029 Tumor maligno de la vejiga urinaria,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,030 Todos los demás tumores malignos de los órganos urinarios,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,1,0,1,0,0,2,2,0,1,1,0,2,1,0,1,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",67,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,4,1,0,2,1,0,0,0,0,1,2,0,2,0,0,1,1,0,4,0,0,2,1,0,4,0,0,1,7,0,4,3,0,3,2,0,5,1,0,1,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,2,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,033 Tumores malignos de sitios mal definidos y secundarios,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,1,1,0,2,0,0,0,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,034 Tumor maligno de sitios no especificados,54,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,2,0,7,2,0,4,3,0,2,3,0,7,6,0,5,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,035 Leucemia,62,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,3,0,3,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6,1,0,1,0,0,3,3,0,2,5,0,0,1,0,2,0,0,1,1,0,3,3,0,0,3,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",79,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,0,3,0,0,0,0,0,4,0,0,1,3,0,3,3,0,9,3,0,7,0,0,6,2,0,6,3,0,7,2,0,3,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",149,64,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,2,0,2,1,0,1,1,0,4,5,0,9,7,0,7,13,0,7,14,0,11,7,0,7,15,0,3,5,0,5,5,0,0,5,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
13.0,,038 Todos los demás tumores malignos de otras localizaciones,41,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,2,2,0,2,2,0,0,0,0,2,0,0,2,1,0,2,1,0,5,2,0,3,0,0,1,3,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",53,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,1,0,2,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,3,1,0,3,3,0,2,2,0,3,3,0,1,5,0,1,4,0,1,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,3,2,0,3,1,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,041 Diabetes mellitus,418,160,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,7,5,0,2,8,0,8,10,0,12,11,0,18,17,0,13,31,0,22,27,0,17,33,0,28,30,0,13,41,0,11,23,0,4,13,0,2,4,0,0,0,0,2023,defunciones,Cuadro11
13.0,,042 Deficiencias nutricionales,149,68,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,1,0,1,1,0,4,1,0,2,3,0,1,1,0,2,2,0,7,3,0,4,4,0,4,5,0,8,9,0,13,13,0,3,15,0,6,10,0,0,8,0,0,0,0,2023,defunciones,Cuadro11
13.0,,043 Todas las demás enfermedades endocrinas y nutricionales,122,54,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,0,0,1,0,5,3,0,0,1,0,4,1,0,6,3,0,5,5,0,5,6,0,5,6,0,3,3,0,3,12,0,9,8,0,4,9,0,1,3,0,0,3,0,0,0,0,2023,defunciones,Cuadro11
13.0,,044 Trastornos mentales y del comportamiento,54,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,3,0,0,0,2,0,0,1,0,4,1,0,3,0,0,5,5,0,3,7,0,3,7,0,3,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
13.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,63,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1,0,1,1,0,1,2,0,2,1,0,0,3,0,3,1,0,1,3,0,2,1,0,4,1,0,2,0,0,4,0,0,2,3,0,1,0,0,1,7,0,2,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,047 Todas las demás enfermedades del sistema nervioso,322,146,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,3,1,0,3,1,0,4,0,0,3,1,0,3,0,0,1,2,0,4,2,0,3,1,0,2,0,0,2,1,0,7,3,0,6,9,0,12,7,0,14,12,0,28,30,0,18,36,0,18,34,0,6,22,0,3,10,0,2,3,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,050 Enfermedades hipertensivas,657,324,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,2,0,4,2,0,3,2,0,14,7,0,14,10,0,21,14,0,29,20,0,30,32,0,36,37,0,51,47,0,56,61,0,30,53,0,21,31,0,10,13,0,0,0,0,2023,defunciones,Cuadro11
13.0,,051 Enfermedades isquémicas del corazón,1298,699,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,8,1,0,7,2,0,13,2,0,21,14,0,39,11,0,37,12,0,64,28,0,67,42,0,84,48,0,83,79,0,98,87,0,81,111,0,65,84,0,21,61,0,7,16,0,0,0,0,2023,defunciones,Cuadro11
13.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,42,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,3,0,0,2,0,1,1,0,2,0,0,1,2,0,2,1,0,2,3,0,0,3,0,0,2,0,2,2,0,0,4,0,1,1,0,0,0,0,2023,defunciones,Cuadro11
13.0,,053 Todas las demás formas de enfermedad del corazón,188,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,3,0,0,2,0,4,0,0,1,0,0,3,1,0,2,5,0,2,3,0,6,4,0,6,6,0,3,5,0,10,8,0,19,12,0,14,14,0,12,14,0,4,11,0,3,6,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,054 Insuficiencia cardíaca,98,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,3,0,2,3,0,7,2,0,4,2,0,8,3,0,6,11,0,10,8,0,3,9,0,4,3,0,1,2,0,0,0,0,2023,defunciones,Cuadro11
13.0,,055 Enfermedades cerebrovasculares,816,411,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,1,2,0,3,1,0,3,0,0,3,8,0,8,12,0,21,17,0,16,13,0,35,22,0,52,29,0,53,35,0,56,41,0,67,71,0,43,61,0,30,62,0,13,22,0,2,8,0,0,0,0,2023,defunciones,Cuadro11
13.0,,056 Aterosclerosis,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,057 Aneurisma aórtico,46,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,2,0,0,2,1,0,4,3,0,6,1,0,4,9,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,56,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,2,1,0,4,0,0,2,2,0,1,5,0,4,1,0,1,9,0,3,5,0,3,3,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
13.0,,059 Neumonía,421,199,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,2,2,0,2,3,0,3,4,0,3,5,0,7,8,0,7,11,0,13,12,0,9,6,0,19,18,0,27,16,0,33,36,0,25,31,0,22,44,0,10,15,0,2,3,0,0,0,0,2023,defunciones,Cuadro11
13.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,465,254,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,5,0,0,5,4,0,11,7,0,18,11,0,33,18,0,34,24,0,41,32,0,52,51,0,29,37,0,15,16,0,6,2,0,0,0,0,2023,defunciones,Cuadro11
13.0,,061 Enfermedades del pulmón debidas a agentes externos,62,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,3,1,0,5,5,0,5,9,0,1,12,0,1,9,0,1,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,062 Todas las demás enfermedades del sistema respiratorio,168,85,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,0,4,2,0,1,2,0,3,2,0,4,6,0,6,3,0,12,6,0,10,8,0,8,8,0,6,14,0,10,7,0,5,11,0,4,4,0,1,2,0,0,0,0,2023,defunciones,Cuadro11
13.0,,063 Úlcera,36,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,2,0,3,1,0,4,3,0,2,2,0,3,3,0,2,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro11
