columna,"CUADRO 11 - Defunciones por grupo de edad y sexo, según departamentos de ocurrencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
11.0,,053 Todas las demás formas de enfermedad del corazón,905,458,447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,1,0,1,0,0,0,1,0,3,1,0,4,3,0,4,4,0,7,7,0,12,3,0,15,5,0,8,2,0,11,11,0,21,9,0,27,9,0,31,19,0,47,40,0,57,39,0,50,53,0,59,89,0,54,73,0,31,53,0,8,18,0,2,5,0,0,0,0,2023,defunciones,Cuadro11
11.0,,054 Insuficiencia cardíaca,145,69,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,2,0,1,2,0,2,4,0,8,6,0,9,5,0,7,9,0,7,13,0,12,8,0,11,10,0,7,9,0,0,3,0,0,3,0,0,0,0,2023,defunciones,Cuadro11
11.0,,055 Enfermedades cerebrovasculares,2336,1013,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,4,4,0,3,3,0,5,1,0,5,3,0,9,14,0,20,16,0,26,30,0,44,46,0,55,61,0,91,83,0,91,119,0,141,142,0,136,161,0,160,203,0,137,211,0,64,156,0,14,57,0,4,9,0,0,0,0,2023,defunciones,Cuadro11
11.0,,056 Aterosclerosis,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,057 Aneurisma aórtico,340,225,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,4,2,0,3,2,0,10,1,0,17,7,0,26,8,0,36,11,0,28,9,0,43,22,0,30,28,0,14,16,0,4,6,0,4,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,360,159,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,7,0,6,4,0,7,2,0,5,5,0,7,7,0,12,11,0,11,22,0,21,23,0,23,17,0,29,30,0,18,30,0,12,20,0,5,14,0,0,4,0,0,0,0,2023,defunciones,Cuadro11
11.0,,059 Neumonía,1003,576,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,0,3,5,0,5,3,0,2,2,0,4,3,0,3,1,0,3,0,0,11,2,0,13,6,0,11,7,0,11,7,0,24,11,0,24,11,0,30,11,0,37,16,0,39,25,0,55,28,0,75,61,0,80,49,0,70,73,0,45,70,0,17,14,0,2,10,0,0,0,0,2023,defunciones,Cuadro11
11.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,2284,1063,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,0,2,0,2,1,0,6,4,0,14,2,0,24,13,0,39,18,0,82,38,0,111,64,0,127,95,0,206,218,0,209,280,0,171,275,0,54,152,0,15,51,0,0,0,0,2023,defunciones,Cuadro11
11.0,,061 Enfermedades del pulmón debidas a agentes externos,174,97,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,1,1,0,3,2,0,3,0,0,8,2,0,6,5,0,12,3,0,13,11,0,13,16,0,14,16,0,13,12,0,1,6,0,3,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,062 Todas las demás enfermedades del sistema respiratorio,414,228,186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,4,1,0,0,0,0,2,2,0,1,3,0,4,2,0,1,2,0,2,1,0,4,5,0,2,4,0,6,2,0,5,6,0,1,5,0,11,6,0,13,12,0,16,17,0,18,15,0,26,16,0,34,22,0,28,22,0,20,17,0,19,18,0,2,4,0,2,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,063 Úlcera,210,107,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,7,4,0,2,2,0,2,2,0,10,3,0,11,6,0,16,11,0,19,8,0,11,14,0,11,23,0,9,21,0,2,5,0,0,2,0,0,0,0,2023,defunciones,Cuadro11
11.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,264,125,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,4,0,0,2,1,0,4,4,0,10,11,0,16,3,0,16,4,0,18,10,0,15,24,0,18,30,0,10,29,0,5,14,0,3,5,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",455,233,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,0,4,1,0,2,2,0,2,3,0,1,4,0,3,3,0,7,7,0,10,7,0,10,8,0,24,18,0,31,21,0,44,26,0,34,38,0,34,39,0,19,25,0,2,12,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,066 Enfermedades del hígado,613,344,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,3,0,2,1,0,5,1,0,12,2,0,20,14,0,20,7,0,39,25,0,42,19,0,56,34,0,54,49,0,37,43,0,33,33,0,15,25,0,1,6,0,2,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",531,253,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,2,2,0,5,4,0,4,3,0,4,5,0,16,4,0,12,8,0,25,25,0,32,23,0,23,31,0,33,44,0,38,29,0,31,48,0,17,34,0,6,12,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",407,195,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5,2,0,2,1,0,4,2,0,1,2,0,5,4,0,9,6,0,13,10,0,12,16,0,23,18,0,29,26,0,27,25,0,22,42,0,19,30,0,17,20,0,4,5,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,77,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,2,1,0,2,1,0,0,3,0,0,0,0,1,3,0,3,4,0,3,4,0,4,2,0,3,3,0,5,6,0,2,3,0,3,5,0,1,3,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,070 Hemorragia gastrointestinal,78,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,0,3,4,0,7,2,0,4,3,0,6,5,0,2,14,0,4,9,0,0,2,0,0,2,0,0,0,0,2023,defunciones,Cuadro11
11.0,,071 Enfermedades de la piel y del tejido subcutáneo,172,74,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,5,2,0,1,4,0,1,7,0,7,9,0,11,5,0,8,11,0,6,8,0,10,11,0,11,19,0,5,7,0,4,9,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,462,143,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4,0,2,7,0,3,3,0,4,8,0,3,4,0,1,9,0,8,11,0,7,15,0,16,22,0,7,36,0,21,38,0,22,25,0,15,32,0,14,42,0,10,34,0,6,18,0,0,9,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,073 Enfermedades glomerulares y tubulointersticiales,102,43,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,3,0,0,5,0,2,3,0,2,3,0,4,4,0,6,8,0,5,3,0,4,7,0,5,8,0,8,5,0,2,4,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,074 Insuficiencia renal,129,77,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,1,0,1,5,0,7,4,0,11,2,0,5,6,0,13,5,0,12,10,0,5,6,0,10,4,0,4,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,075 Todas las demás enfermedades del sistema urinario,557,213,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,2,1,0,2,4,0,6,12,0,10,3,0,15,13,0,27,27,0,32,36,0,35,59,0,30,69,0,35,70,0,12,32,0,2,12,0,0,0,0,2023,defunciones,Cuadro11
11.0,,076 Hiperplasia de la próstata,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,12,0,0,18,0,0,20,0,0,26,0,0,15,0,0,8,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,077 Trastornos de los órganos genitales,44,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,1,3,0,3,0,0,4,1,0,1,4,0,5,5,0,2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"078 Embarazo, parto y puerperio",50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,10,0,0,11,0,0,14,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,31,18,13,0,5,3,0,0,3,0,3,6,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,42,21,21,0,5,4,0,6,2,0,10,8,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",13,4,9,0,3,1,0,1,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,082 Trastornos respiratorios específicos del período perinatal,121,76,45,0,3,2,0,6,6,0,29,16,0,17,9,0,0,1,0,12,8,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,27,18,9,0,0,1,0,1,0,0,8,5,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,084 Infecciones específicas del período perinatal,105,56,49,0,1,0,0,3,7,0,28,21,0,15,15,0,1,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,085 Enterocolitis necrotizante del feto y del recién nacido,49,33,16,0,0,0,0,0,0,0,2,1,0,18,9,0,1,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,086 Todas las demás afecciones originadas en el período perinatal,51,31,20,0,3,1,0,2,1,0,11,10,0,9,3,0,0,0,0,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,087 Malformaciones congénitas del sistema circulatorio,147,77,70,0,1,0,0,2,4,0,9,15,0,23,17,0,0,0,0,14,15,0,3,4,0,4,2,0,3,1,0,1,1,0,3,0,0,2,0,0,2,2,0,4,1,0,1,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",205,121,84,0,7,3,0,7,2,0,10,11,0,18,17,0,1,0,0,20,14,0,9,6,0,4,1,0,8,4,0,2,5,0,3,2,0,7,2,0,2,3,0,0,0,0,4,0,0,2,1,0,5,0,0,2,4,0,1,1,0,2,2,0,2,2,0,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"089 Signos, síntomas y afecciones mal definidas",501,329,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,6,2,0,2,4,0,2,3,0,4,3,0,4,5,0,8,4,0,12,13,0,26,17,0,36,5,0,26,11,0,27,15,0,32,7,0,22,7,1,23,9,0,16,11,0,15,10,0,20,7,0,11,6,0,9,7,0,4,6,0,3,4,0,0,1,0,0,0,0,7,5,1,2023,defunciones,Cuadro11
11.0,,090 Accidentes de transporte de motor y secuelas,727,571,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,2,0,0,28,14,0,79,26,0,79,16,0,63,11,0,37,5,0,46,6,0,42,6,0,28,6,0,36,7,0,26,10,0,25,8,0,28,13,0,25,9,0,17,9,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,091 Otros accidentes de transporte terrestre,37,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,3,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,1,0,3,0,0,3,1,0,5,1,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,093 Caídas,317,219,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,3,0,0,4,2,0,8,1,0,3,1,0,10,3,0,9,1,0,8,0,0,21,2,0,18,5,0,26,8,0,24,8,0,18,11,0,21,21,0,27,19,0,9,10,0,7,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,095 Ahogamiento y sumersión accidentales,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,096 Otros accidentes que obstruyen la respiración,41,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,0,2,1,0,3,1,0,3,1,0,5,0,0,4,2,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,4,0,0,3,0,0,1,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"098 Exposición al humo, fuego y llamas",23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,5,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",50,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,3,0,0,3,2,0,3,2,0,4,0,0,4,0,0,2,1,0,8,0,0,5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,449,324,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,0,23,18,0,52,26,0,47,13,0,31,11,0,19,6,0,30,13,0,21,7,0,15,3,0,18,5,0,19,6,0,13,6,0,12,3,0,5,1,0,5,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,101 Agresiones (homicidios) y secuelas,1174,1083,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,2,1,0,2,1,0,77,5,0,203,16,0,202,19,0,196,9,0,125,8,0,88,5,0,68,9,1,41,6,0,30,3,0,17,2,0,14,1,0,5,2,0,4,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,102 Eventos de intención no determinada y secuelas,293,222,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,1,1,0,2,2,0,11,4,0,16,7,0,19,2,0,16,5,0,11,3,0,20,3,0,11,4,0,21,2,0,10,7,0,17,3,0,15,2,0,21,1,0,13,1,0,7,3,0,6,7,0,1,7,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
11.0,,103 Intervención legal y operaciones de guerra y secuelas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,38,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,3,2,0,0,3,0,4,3,0,0,3,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
11.0,,105 Otros accidentes y secuelas,91,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,3,0,0,3,0,0,5,0,0,0,0,0,4,1,0,4,0,0,2,1,0,5,3,0,10,1,0,3,2,0,7,2,0,2,1,0,5,2,0,2,3,0,6,7,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,13 Bolívar,TOTAL,10628,5892,4732,4,13,8,0,17,10,0,64,38,0,41,32,0,2,0,0,52,35,0,12,10,0,18,8,0,17,21,0,15,12,0,33,27,0,108,27,0,250,56,0,251,51,0,237,47,0,197,88,0,214,116,0,185,129,0,236,166,1,283,222,0,395,257,0,472,357,0,547,403,0,567,477,0,618,636,1,525,632,0,320,519,1,146,263,0,40,80,0,17,5,1,2023,defunciones,Cuadro11
13.0,,001 Enfermedades infecciosas intestinales,34,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,5,0,0,1,0,0,1,2,0,1,2,0,1,2,0,3,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,002 Tuberculosis y secuelas,43,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,3,1,0,2,0,0,1,0,0,1,0,0,0,1,0,3,1,0,2,0,0,1,0,0,6,1,0,6,1,0,1,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,004 Ciertas enfermedades inmunoprevenibles,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
13.0,,"005 Septicemia, excepto neonatal",54,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,3,0,0,0,6,0,2,2,0,5,2,0,3,2,0,5,5,0,1,2,0,0,2,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
